2014 SVI Multi-Unit Structures Data and Encoding,2015 SVI Multi-Unit Structures Data and Encoding,2016 SVI Multi-Unit Structures Data and Encoding,2017 SVI Multi-Unit Structures Data and Encoding,2018 SVI Multi-Unit Structures Data and Encoding,2019 SVI Multi-Unit Structures Data and Encoding,2020 SVI Multi-Unit Structures Data and Encoding
70.26,58.29,46.32,45.4,44.48,57.61,70.75
74.56,76.46,78.35,79.54,80.74,81.65,82.56
27.86,31.26,34.67,30.23,25.79,15.11,4.42
44.7,45.76,46.83,44.27,41.71,36.33,30.94
78.8,78.1,77.4,77.07,76.73,76.42,76.1
97.13,97.12,97.1,97.04,96.98,97.01,97.04
30.12,18.93,7.74,9.81,11.88,18.76,25.65
15.89,24.5,33.11,38.14,43.17,50.83,58.5
20.41,20.63,20.85,22.5,24.16,16.41,8.66
15.38,20.92,26.46,29.23,32.0,37.23,42.46
67.11,68.13,69.15,66.96,64.76,61.63,58.5
74.85,70.55,66.25,62.78,59.31,52.38,45.45
12.77,14.82,16.87,18.22,19.58,24.34,29.09
51.48,37.9,24.32,21.95,19.58,16.52,13.46
2.8,1.4,0.0,5.94,11.88,8.83,5.79
0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.24,21.18,24.13,26.06,27.98,21.92,15.85
86.41,86.41,86.41,84.77,83.13,84.36,85.58
30.4,25.15,19.9,27.86,35.82,37.66,39.5
10.57,8.53,6.49,7.46,8.44,8.55,8.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.18,15.11,22.03,25.92,29.8,24.82,19.83
62.27,61.92,61.57,58.04,54.5,56.94,59.39
0.0,3.98,7.96,5.92,3.88,1.94,0.0
68.55,67.42,66.28,59.8,53.33,44.78,36.22
70.61,71.93,73.26,66.72,60.17,54.64,49.11
45.11,50.14,55.17,58.78,62.4,58.14,53.88
57.53,55.26,52.98,55.43,57.88,50.17,42.46
27.89,34.56,41.23,33.51,25.79,30.24,34.69
14.14,11.99,9.84,8.38,6.91,3.45,0.0
68.0,66.51,65.01,49.46,33.91,26.87,19.83
35.94,37.01,38.08,37.67,37.25,36.74,36.22
97.52,97.48,97.45,97.29,97.13,97.1,97.07
84.85,85.08,85.32,85.67,86.02,83.2,80.39
0.0,0.0,0.0,12.9,25.79,28.36,30.94
35.28,19.9,4.52,2.26,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.65,87.88,88.12,87.26,86.41,88.13,89.85
41.77,50.1,58.42,62.07,65.71,59.8,53.88
15.06,13.77,12.48,17.32,22.16,17.81,13.46
34.96,30.52,26.07,24.12,22.16,13.97,5.79
85.93,80.86,75.8,70.76,65.71,68.54,71.36
47.31,53.62,59.92,55.36,50.81,47.42,44.02
59.34,62.78,66.22,62.05,57.88,61.45,65.02
38.4,36.55,34.7,27.14,19.58,11.36,3.15
45.78,54.68,63.58,66.16,68.74,69.45,70.15
68.45,70.79,73.13,72.72,72.3,62.47,52.64
26.84,25.44,24.04,28.98,33.91,29.78,25.65
84.08,82.33,80.58,79.72,78.86,77.05,75.24
58.36,49.16,39.96,36.94,33.91,30.45,26.99
79.59,76.6,73.61,80.42,87.23,83.06,78.9
55.87,53.52,51.16,38.48,25.79,16.43,7.07
6.27,9.9,13.53,13.61,13.69,11.18,8.66
59.57,61.44,63.32,60.6,57.88,59.68,61.49
94.21,93.99,93.76,93.92,94.08,93.57,93.06
41.07,44.38,47.69,47.23,46.77,47.94,49.11
72.24,70.26,68.29,64.87,61.45,66.4,71.36
67.49,71.0,74.5,75.17,75.84,75.97,76.1
44.29,42.86,41.42,42.3,43.17,47.9,52.64
4.49,4.14,3.79,4.65,5.51,18.23,30.94
20.22,19.02,17.83,11.67,5.51,29.7,53.88
28.21,28.86,29.51,23.52,17.54,25.08,32.62
54.92,49.89,44.86,35.33,25.79,27.44,29.09
23.53,36.5,49.47,46.98,44.48,44.96,45.45
53.93,59.38,64.82,64.4,63.99,63.64,63.3
57.75,65.01,72.27,71.46,70.65,70.4,70.15
71.22,71.89,72.56,72.43,72.3,71.23,70.15
68.07,73.44,78.8,80.68,82.55,78.61,74.67
5.48,10.32,15.15,17.36,19.58,17.72,15.85
18.94,9.47,0.0,0.0,0.0,0.0,0.0
84.43,84.29,84.15,85.58,87.01,83.83,80.65
52.37,56.43,60.49,56.91,53.33,56.36,59.39
95.92,96.05,96.18,95.91,95.64,95.52,95.39
50.78,53.36,55.94,60.35,64.76,61.63,58.5
49.06,53.58,58.1,56.91,55.71,58.1,60.5
87.55,89.67,91.79,92.16,92.52,94.08,95.64
0.0,0.0,0.0,3.45,6.91,7.78,8.66
38.81,42.84,46.86,45.67,44.48,41.22,37.97
11.75,18.4,25.06,30.44,35.82,17.91,0.0
15.85,19.29,22.73,27.36,32.0,30.54,29.09
18.47,30.92,43.36,46.41,49.47,42.08,34.69
53.65,42.66,31.68,35.34,39.0,40.03,41.06
40.08,38.58,37.09,41.93,46.77,46.11,45.45
23.4,38.27,53.14,49.44,45.75,52.12,58.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.79,93.8,93.82,93.95,94.08,94.26,94.43
32.92,34.8,36.68,23.52,10.35,8.71,7.07
95.42,95.14,94.87,94.38,93.89,92.66,91.44
61.92,63.1,64.28,62.22,60.17,61.74,63.3
47.76,49.34,50.91,53.31,55.71,57.55,59.39
77.52,77.16,76.79,78.11,79.43,80.64,81.86
54.66,54.44,54.22,51.84,49.47,49.29,49.11
77.05,78.66,80.26,79.72,79.18,78.46,77.75
94.59,94.52,94.46,94.71,94.97,94.9,94.84
85.71,85.88,86.06,86.3,86.53,86.77,87.01
87.81,87.81,87.81,87.7,87.58,87.3,87.01
87.33,87.65,87.97,87.41,86.85,87.3,87.75
76.03,73.99,71.95,70.07,68.19,66.18,64.16
95.48,95.49,95.51,95.62,95.73,95.43,95.13
97.26,96.99,96.72,96.6,96.47,96.53,96.59
85.64,85.83,86.02,85.48,84.94,85.0,85.07
93.73,93.89,94.05,94.36,94.68,94.9,95.13
85.83,83.88,81.92,78.22,74.53,73.28,72.02
79.94,80.94,81.95,82.25,82.55,82.38,82.21
98.69,98.68,98.66,98.55,98.44,98.5,98.57
82.87,82.36,81.85,81.47,81.09,80.47,79.85
99.65,99.64,99.62,99.65,99.68,99.72,99.75
73.73,74.14,74.56,73.43,72.3,70.41,68.52
96.18,95.88,95.57,95.6,95.64,95.98,96.31
96.37,96.48,96.59,96.46,96.34,96.14,95.93
94.14,94.11,94.08,93.5,92.93,92.55,92.17
95.35,95.05,94.75,94.62,94.49,94.4,94.3
73.26,73.72,74.18,73.83,73.48,72.75,72.02
94.87,94.64,94.4,94.68,94.97,94.64,94.3
82.59,82.96,83.32,81.58,79.85,81.49,83.13
90.45,90.69,90.93,91.06,91.18,91.31,91.44
67.62,66.25,64.88,64.44,63.99,65.6,67.22
95.26,95.1,94.94,94.96,94.97,94.7,94.43
83.95,83.84,83.73,83.14,82.55,81.6,80.65
93.41,93.32,93.22,92.84,92.45,92.46,92.46
0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.79,74.74,74.69,70.2,65.71,66.14,66.58
38.05,42.24,46.42,47.22,48.01,44.54,41.06
50.81,57.38,63.96,68.51,73.07,71.24,69.41
52.69,54.58,56.48,53.64,50.81,54.1,57.38
0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.46,76.61,75.77,76.04,76.31,75.77,75.24
58.71,60.18,61.64,60.9,60.17,56.4,52.64
18.56,15.71,12.86,25.93,39.0,56.84,74.67
49.16,46.77,44.38,43.78,43.17,37.9,32.62
4.36,4.28,4.2,4.04,3.88,1.94,0.0
23.91,16.19,8.47,32.09,55.71,61.14,66.58
77.3,77.76,78.22,75.85,73.48,69.25,65.02
53.42,49.22,45.02,47.24,49.47,46.74,44.02
87.42,87.22,87.01,87.01,87.01,87.24,87.46
57.62,63.72,69.82,74.34,78.86,79.36,79.85
22.67,23.21,23.75,22.96,22.16,23.02,23.87
7.23,5.12,3.02,1.51,0.0,0.0,0.0
32.0,29.18,26.36,30.14,33.91,28.89,23.87
25.66,20.33,15.0,10.96,6.91,8.47,10.03
12.67,9.35,6.02,6.68,7.34,8.0,8.66
26.71,17.36,8.02,8.23,8.44,14.14,19.83
39.38,39.62,39.86,42.81,45.75,43.4,41.06
36.96,39.76,42.57,42.14,41.71,40.61,39.5
20.76,18.49,16.21,21.0,25.79,29.2,32.62
77.75,77.36,76.98,77.11,77.24,74.63,72.02
47.21,49.89,52.56,56.36,60.17,62.6,65.02
52.02,55.66,59.31,60.38,61.45,56.52,51.59
35.88,37.16,38.43,42.09,45.75,48.2,50.64
4.46,4.28,4.11,2.05,0.0,1.58,3.15
0.0,0.0,0.0,0.0,0.0,16.31,32.62
30.5,26.6,22.7,25.34,27.98,33.74,39.5
91.82,91.61,91.4,91.37,91.34,91.61,91.88
33.4,37.51,41.61,40.99,40.37,36.49,32.62
99.97,99.97,99.97,99.97,99.97,99.97,99.97
84.88,84.43,83.99,83.75,83.51,83.04,82.56
52.53,52.97,53.42,56.36,59.31,56.6,53.88
76.44,75.83,75.23,75.98,76.73,77.82,78.9
71.51,69.6,67.69,67.94,68.19,68.36,68.52
74.47,74.68,74.88,74.18,73.48,71.45,69.41
43.04,42.63,42.22,44.5,46.77,49.7,52.64
75.2,73.75,72.3,72.89,73.48,70.35,67.22
49.09,50.88,52.66,55.98,59.31,57.85,56.4
77.2,75.84,74.47,73.98,73.48,71.0,68.52
34.7,37.72,40.75,40.56,40.37,33.68,26.99
84.59,83.65,82.71,82.92,83.13,83.75,84.37
82.55,83.16,83.76,83.44,83.13,83.13,83.13
55.62,53.09,50.56,48.67,46.77,45.4,44.02
61.89,58.76,55.62,51.2,46.77,48.7,50.64
54.25,52.36,50.46,48.62,46.77,49.18,51.59
65.46,65.22,64.98,62.58,60.17,57.02,53.88
44.57,49.14,53.71,54.71,55.71,53.65,51.59
8.37,6.88,5.38,5.44,5.51,5.65,5.79
63.58,63.64,63.71,64.24,64.76,66.64,68.52
76.54,76.12,75.71,75.39,75.07,74.54,74.0
99.81,99.81,99.81,99.81,99.81,99.81,99.81
39.41,38.73,38.05,31.92,25.79,26.39,26.99
54.86,56.38,57.91,60.16,62.4,64.12,65.85
60.46,59.1,57.75,57.31,56.86,60.08,63.3
87.77,87.9,88.03,87.88,87.74,88.11,88.48
63.1,59.35,55.59,57.88,60.17,63.01,65.85
88.48,88.93,89.37,89.06,88.76,88.62,88.48
100.0,100.0,100.0,100.0,100.0,100.0,100.0
80.1,78.64,77.17,76.74,76.31,76.2,76.1
79.4,78.85,78.29,78.57,78.86,79.07,79.28
91.85,91.68,91.5,91.76,92.01,92.24,92.46
75.61,76.96,78.32,79.29,80.26,80.05,79.85
85.07,85.69,86.31,85.62,84.94,85.38,85.81
55.24,50.99,46.74,47.38,48.01,43.76,39.5
59.69,59.36,59.03,59.6,60.17,60.34,60.5
47.41,46.98,46.55,43.46,40.37,42.2,44.02
59.6,60.2,60.81,59.35,57.88,59.68,61.49
99.49,99.5,99.52,99.56,99.59,99.57,99.55
84.94,85.83,86.72,86.56,86.41,86.48,86.54
90.96,90.82,90.67,90.62,90.58,90.53,90.48
90.93,91.2,91.47,91.32,91.18,91.24,91.31
69.44,69.54,69.63,68.53,67.43,70.14,72.85
81.22,81.2,81.18,82.44,83.7,83.62,83.55
86.91,87.01,87.11,87.62,88.12,87.94,87.75
48.68,53.79,58.9,57.88,56.86,51.15,45.45
41.1,44.26,47.41,45.94,44.48,45.65,46.82
41.13,41.93,42.73,41.55,40.37,42.91,45.45
61.54,59.52,57.5,57.69,57.88,58.63,59.39
74.4,74.37,74.34,74.7,75.07,74.54,74.0
55.75,53.01,50.27,49.14,48.01,45.24,42.46
46.9,47.09,47.28,49.65,52.02,45.76,39.5
91.72,91.88,92.04,92.44,92.84,93.12,93.41
71.35,71.73,72.11,72.8,73.48,72.42,71.36
65.07,67.84,70.61,69.68,68.74,70.38,72.02
38.01,37.87,37.73,41.1,44.48,45.65,46.82
58.99,57.76,56.54,57.21,57.88,57.14,56.4
99.17,99.2,99.24,99.24,99.24,99.2,99.17
49.7,45.28,40.85,41.28,41.71,37.17,32.62
37.73,43.64,49.54,47.01,44.48,46.38,48.28
81.31,80.54,79.78,80.02,80.26,80.05,79.85
11.21,12.94,14.68,10.8,6.91,8.47,10.03
14.77,17.53,20.28,14.36,8.44,9.24,10.03
8.34,8.16,7.99,13.78,19.58,28.78,37.97
30.28,30.02,29.77,39.62,49.47,42.84,36.22
78.73,78.67,78.61,81.3,83.99,82.93,81.86
31.96,34.22,36.49,39.1,41.71,42.86,44.02
22.06,22.26,22.45,13.98,5.51,6.29,7.07
36.71,27.81,18.91,17.02,15.12,14.29,13.46
61.64,62.52,63.39,64.07,64.76,64.46,64.16
83.38,82.94,82.49,83.72,84.94,85.38,85.81
39.19,38.16,37.12,32.55,27.98,27.48,26.99
78.86,77.72,76.57,75.03,73.48,75.61,77.75
33.56,37.12,40.69,40.53,40.37,43.6,46.82
49.41,47.55,45.69,38.84,32.0,34.11,36.22
86.47,86.47,86.47,86.85,87.23,87.96,88.7
23.69,24.45,25.21,25.5,25.79,26.39,26.99
67.65,67.71,67.78,68.84,69.91,72.78,75.65
50.91,52.52,54.12,52.46,50.81,46.64,42.46
8.5,6.58,4.65,4.26,3.88,4.84,5.79
54.0,45.99,37.98,39.18,40.37,36.49,32.62
25.95,29.34,32.73,31.26,29.8,45.64,61.49
47.25,45.83,44.41,47.61,50.81,49.96,49.11
15.09,17.19,19.29,17.2,15.12,20.39,25.65
64.47,67.51,70.55,69.96,69.37,66.33,63.3
88.28,88.54,88.79,89.27,89.75,89.48,89.21
11.4,10.86,10.32,9.38,8.44,10.15,11.87
66.57,66.57,66.57,67.0,67.43,66.22,65.02
50.11,49.93,49.76,50.28,50.81,52.34,53.88
31.23,38.14,45.05,49.78,54.5,57.5,60.5
36.87,33.34,29.8,29.8,29.8,24.82,19.83
97.99,97.78,97.58,97.55,97.52,97.55,97.58
39.03,41.32,43.62,44.05,44.48,38.55,32.62
94.4,93.8,93.19,93.2,93.22,93.03,92.84
25.41,23.88,22.35,23.26,24.16,30.19,36.22
72.02,72.27,72.52,70.35,68.19,68.36,68.52
0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.75,22.27,20.79,21.48,22.16,21.0,19.83
39.29,38.77,38.24,34.02,29.8,28.4,26.99
22.48,20.44,18.4,20.28,22.16,28.42,34.69
93.44,93.8,94.17,93.87,93.57,93.4,93.22
40.94,44.3,47.66,49.84,52.02,51.33,50.64
20.38,20.57,20.76,21.46,22.16,21.0,19.83
25.25,28.64,32.03,32.02,32.0,31.47,30.94
50.33,52.72,55.11,55.41,55.71,57.55,59.39
24.96,20.39,15.82,29.49,43.17,37.9,32.62
9.58,10.92,12.26,12.07,11.88,17.88,23.87
11.84,13.74,15.63,12.99,10.35,5.18,0.0
66.76,67.26,67.75,66.73,65.71,67.93,70.15
62.4,62.82,63.23,62.34,61.45,60.42,59.39
38.9,37.57,36.23,37.61,39.0,45.3,51.59
10.82,14.84,18.85,18.2,17.54,20.7,23.87
59.22,56.59,53.96,55.41,56.86,56.63,56.4
50.24,51.29,52.34,55.11,57.88,61.45,65.02
29.13,30.56,32.0,29.99,27.98,31.34,34.69
37.82,32.01,26.2,24.18,22.16,24.57,26.99
23.08,22.04,21.01,18.07,15.12,13.5,11.87
24.58,17.11,9.65,8.28,6.91,14.54,22.18
28.43,29.82,31.2,21.54,11.88,17.03,22.18
97.8,97.92,98.03,98.12,98.22,98.28,98.35
32.35,37.18,42.02,33.9,25.79,28.36,30.94
17.29,13.16,9.04,8.74,8.44,10.15,11.87
42.88,45.96,49.03,52.94,56.86,54.75,52.64
36.8,39.72,42.63,44.19,45.75,49.2,52.64
93.76,93.88,94.01,94.41,94.81,94.97,95.13
11.02,10.44,9.87,10.11,10.35,11.11,11.87
77.33,77.87,78.41,78.92,79.43,78.59,77.75
96.08,95.67,95.26,95.22,95.19,94.74,94.3
9.96,10.84,11.72,11.8,11.88,10.96,10.03
61.22,66.07,70.93,68.32,65.71,64.94,64.16
50.3,44.32,38.33,41.4,44.48,45.65,46.82
12.61,12.34,12.07,20.02,27.98,30.3,32.62
32.06,29.61,27.16,21.14,15.12,15.48,15.85
94.46,94.41,94.36,94.3,94.24,94.4,94.56
67.24,65.26,63.29,66.97,70.65,67.84,65.02
42.15,45.4,48.65,49.06,49.47,49.29,49.11
20.5,21.8,23.11,22.64,22.16,26.55,30.94
41.61,38.73,35.85,33.92,32.0,29.49,26.99
58.55,56.74,54.92,53.47,52.02,56.76,61.49
59.18,60.73,62.27,62.34,62.4,60.9,59.39
16.3,19.8,23.3,25.64,27.98,27.48,26.99
19.1,16.12,13.15,11.75,10.35,16.26,22.18
54.03,52.93,51.83,48.79,45.75,41.86,37.97
26.36,24.93,23.5,19.31,15.12,9.77,4.42
29.45,27.15,24.86,21.2,17.54,14.71,11.87
38.68,42.02,45.37,44.92,44.48,43.47,42.46
14.68,14.63,14.58,11.51,8.44,7.12,5.79
18.88,18.7,18.53,21.34,24.16,33.31,42.46
0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.63,30.71,30.79,30.3,29.8,30.37,30.94
43.84,45.45,47.06,39.53,32.0,34.11,36.22
95.73,95.82,95.92,96.08,96.24,96.4,96.56
18.27,17.42,16.56,19.36,22.16,17.81,13.46
6.02,7.48,8.95,17.37,25.79,25.72,25.65
90.04,90.7,91.37,91.2,91.02,89.24,87.46
51.03,53.58,56.13,56.5,56.86,57.68,58.5
44.95,42.22,39.48,37.65,35.82,39.14,42.46
54.41,53.31,52.21,50.11,48.01,46.73,45.45
16.71,17.7,18.69,23.34,27.98,36.0,44.02
24.74,31.22,37.7,36.76,35.82,39.14,42.46
75.36,70.78,66.19,68.42,70.65,78.34,86.03
90.07,88.52,86.98,87.36,87.74,89.75,91.76
47.37,44.65,41.93,39.59,37.25,38.38,39.5
14.04,29.78,45.53,48.17,50.81,48.82,46.82
41.93,38.18,34.42,34.16,33.91,32.43,30.94
47.5,48.58,49.67,56.04,62.4,58.14,53.88
0.0,3.09,6.18,11.86,17.54,29.3,41.06
96.28,96.36,96.43,96.78,97.13,96.91,96.69
99.52,99.6,99.68,99.66,99.65,99.62,99.59
31.14,29.56,27.98,21.55,15.12,37.81,60.5
78.22,77.08,75.93,70.82,65.71,57.41,49.11
23.59,30.08,36.58,46.14,55.71,54.79,53.88
34.35,26.98,19.61,19.6,19.58,28.78,37.97
62.15,61.2,60.24,70.9,81.57,82.67,83.77
51.26,47.46,43.65,47.23,50.81,59.2,67.6
63.55,53.8,44.06,41.53,39.0,44.06,49.11
66.89,60.41,53.93,61.65,69.37,65.43,61.49
99.36,99.38,99.4,99.43,99.46,99.43,99.4
25.69,25.74,25.79,27.8,29.8,25.99,22.18
63.61,63.1,62.59,62.5,62.4,69.5,76.61
9.07,7.05,5.03,3.87,2.71,3.56,4.42
43.49,21.74,0.0,0.0,0.0,0.0,0.0
36.49,30.23,23.97,17.92,11.88,7.52,3.15
42.02,40.8,39.57,29.58,19.58,14.81,10.03
38.11,43.78,49.44,40.72,32.0,42.32,52.64
46.67,40.27,33.87,32.94,32.0,29.49,26.99
75.96,81.36,86.76,92.41,98.06,98.5,98.95
52.75,52.67,52.59,50.3,48.01,45.24,42.46
77.08,77.42,77.75,78.59,79.43,79.16,78.9
75.99,78.45,80.9,82.76,84.62,85.94,87.27
61.03,60.85,60.68,65.66,70.65,72.66,74.67
32.57,38.93,45.3,40.56,35.82,29.0,22.18
61.19,52.92,44.64,46.32,48.01,46.73,45.45
56.64,57.15,57.66,51.7,45.75,48.67,51.59
79.91,77.53,75.14,75.49,75.84,71.21,66.58
93.66,94.66,95.67,95.08,94.49,93.6,92.71
83.79,84.4,85.0,86.37,87.74,90.02,92.3
0.0,0.0,0.0,1.94,3.88,3.52,3.15
93.54,94.1,94.65,94.57,94.49,94.28,94.08
65.17,67.27,69.37,69.37,69.37,66.76,64.16
50.59,59.1,67.62,71.08,74.53,72.94,71.36
30.66,22.18,13.69,29.72,45.75,54.52,63.3
30.34,33.12,35.91,38.81,41.71,44.26,46.82
4.93,4.63,4.33,2.16,0.0,2.21,4.42
90.99,93.08,95.16,96.38,97.61,97.39,97.17
47.09,39.24,31.39,30.6,29.8,21.63,13.46
93.09,92.96,92.84,92.72,92.61,94.04,95.48
36.45,34.52,32.6,25.07,17.54,15.5,13.46
84.46,83.8,83.13,84.3,85.48,82.66,79.85
44.92,52.1,59.28,59.73,60.17,62.17,64.16
92.14,93.78,95.42,96.45,97.48,97.58,97.68
63.64,64.83,66.03,50.92,35.82,52.62,69.41
95.19,96.98,98.76,99.14,99.52,99.58,99.65
29.51,29.29,29.07,25.62,22.16,16.1,10.03
74.66,75.4,76.15,75.99,75.84,74.92,74.0
62.05,64.6,67.14,67.28,67.43,64.97,62.51
67.14,67.81,68.48,68.92,69.37,69.76,70.15
87.3,87.38,87.46,87.79,88.12,87.07,86.03
57.59,55.95,54.31,55.58,56.86,54.75,52.64
62.69,63.12,63.55,62.98,62.4,61.45,60.5
33.62,35.76,37.89,35.9,33.91,33.26,32.62
86.25,86.54,86.82,86.68,86.53,85.8,85.07
15.28,15.26,15.25,15.18,15.12,14.29,13.46
49.89,48.46,47.02,46.9,46.77,44.62,42.46
78.32,77.92,77.52,76.68,75.84,74.34,72.85
89.43,89.19,88.95,89.42,89.88,89.86,89.85
72.68,73.18,73.67,68.83,63.99,64.5,65.02
62.18,60.56,58.93,58.4,57.88,57.14,56.4
24.8,22.97,21.14,22.65,24.16,29.42,34.69
49.12,50.3,51.48,52.99,54.5,51.8,49.11
97.01,97.07,97.13,97.06,96.98,97.04,97.1
38.17,38.32,38.46,36.18,33.91,35.07,36.22
53.49,52.4,51.32,54.6,57.88,58.19,58.5
70.2,70.31,70.42,71.74,73.07,74.36,75.65
78.61,79.88,81.15,81.36,81.57,79.89,78.2
72.65,72.02,71.38,70.38,69.37,68.74,68.11
35.24,34.12,33.01,37.36,41.71,44.26,46.82
94.75,94.18,93.6,93.92,94.24,94.22,94.21
26.9,26.42,25.95,27.88,29.8,33.88,37.97
37.66,28.44,19.23,25.62,32.0,29.49,26.99
55.17,52.14,49.12,49.96,50.81,51.72,52.64
86.34,86.74,87.14,86.22,85.29,85.66,86.03
46.39,47.79,49.19,53.54,57.88,54.74,51.59
96.66,96.66,96.66,96.42,96.18,96.14,96.09
82.49,81.16,79.82,80.04,80.26,80.05,79.85
71.82,67.64,63.45,62.92,62.4,58.14,53.88
21.94,18.52,15.09,15.11,15.12,17.48,19.83
32.63,34.96,37.28,45.89,54.5,53.05,51.59
34.93,36.99,39.06,41.12,43.17,42.12,41.06
37.79,38.54,39.29,38.27,37.25,38.38,39.5
18.02,20.39,22.76,26.28,29.8,33.01,36.22
51.93,52.15,52.37,51.59,50.81,51.72,52.64
44.25,47.85,51.45,50.46,49.47,42.08,34.69
70.87,71.4,71.92,70.91,69.91,70.64,71.36
42.28,40.45,38.62,34.21,29.8,25.99,22.18
87.93,88.22,88.51,88.72,88.92,88.54,88.16
33.05,33.11,33.17,36.08,39.0,39.25,39.5
62.94,61.16,59.38,58.63,57.88,61.45,65.02
50.21,47.39,44.57,47.69,50.81,47.42,44.02
84.69,84.65,84.62,84.3,83.99,83.88,83.77
91.37,91.62,91.88,91.94,92.01,91.72,91.44
58.04,57.74,57.43,57.66,57.88,57.63,57.38
82.68,82.4,82.11,81.6,81.09,80.87,80.65
74.08,72.56,71.03,71.21,71.38,71.7,72.02
80.36,79.52,78.67,78.19,77.71,77.96,78.2
35.91,35.84,35.78,38.08,40.37,43.6,46.82
44.99,50.0,55.01,52.91,50.81,44.39,37.97
62.59,64.28,65.97,63.71,61.45,58.92,56.4
35.72,37.38,39.03,42.39,45.75,39.18,32.62
86.88,86.84,86.79,86.14,85.48,85.12,84.75
39.26,34.74,30.21,30.0,29.8,22.82,15.85
25.72,29.29,32.86,31.33,29.8,27.72,25.65
67.08,67.75,68.42,68.58,68.74,65.11,61.49
27.22,32.14,37.06,28.32,19.58,29.54,39.5
64.57,64.41,64.25,65.84,67.43,66.64,65.85
50.65,46.08,41.52,40.26,39.0,32.99,26.99
57.4,54.06,50.72,50.76,50.81,52.34,53.88
37.98,37.58,37.19,35.55,33.91,28.89,23.87
21.9,26.36,30.82,37.65,44.48,44.96,45.45
85.2,85.28,85.35,84.98,84.62,84.84,85.07
39.16,40.22,41.29,36.65,32.0,30.54,29.09
38.36,34.97,31.58,28.69,25.79,21.94,18.08
76.98,76.67,76.35,75.44,74.53,74.6,74.67
63.45,64.52,65.58,63.52,61.45,60.98,60.5
61.06,56.69,52.31,52.16,52.02,52.95,53.88
67.75,67.54,67.34,69.0,70.65,71.33,72.02
59.92,58.77,57.62,58.9,60.17,57.7,55.22
60.97,61.59,62.21,63.96,65.71,64.5,63.3
75.71,76.4,77.08,76.7,76.31,75.77,75.24
89.14,88.73,88.32,88.62,88.92,88.7,88.48
70.84,71.82,72.81,72.94,73.07,72.54,72.02
47.06,47.71,48.36,48.18,48.01,48.14,48.28
66.95,63.05,59.15,59.23,59.31,54.21,49.11
27.79,30.24,32.7,33.3,33.91,34.3,34.69
21.08,20.84,20.6,20.09,19.58,19.71,19.83
76.28,76.01,75.74,75.13,74.53,74.6,74.67
68.93,67.39,65.84,63.64,61.45,62.38,63.3
59.12,58.16,57.21,57.04,56.86,54.75,52.64
34.83,38.29,41.74,36.87,32.0,37.23,42.46
89.78,90.24,90.7,91.2,91.69,90.77,89.85
54.79,56.1,57.4,53.44,49.47,57.24,65.02
14.36,15.58,16.81,15.97,15.12,15.48,15.85
5.19,5.54,5.89,5.7,5.51,6.29,7.07
6.78,6.68,6.59,5.24,3.88,4.15,4.42
42.41,30.88,19.36,13.9,8.44,4.22,0.0
54.35,56.94,59.54,60.97,62.4,67.88,73.36
14.61,10.3,5.99,6.45,6.91,7.78,8.66
73.86,70.32,66.79,64.6,62.4,58.81,55.22
19.61,24.61,29.61,26.88,24.16,16.41,8.66
75.07,74.11,73.16,72.73,72.3,67.8,63.3
31.87,44.88,57.88,56.79,55.71,54.18,52.64
70.55,70.23,69.91,68.23,66.54,67.07,67.6
36.07,41.84,47.6,53.46,59.31,60.4,61.49
0.0,0.0,0.0,0.0,0.0,2.9,5.79
87.11,87.07,87.04,87.26,87.49,87.14,86.79
6.46,6.34,6.21,7.33,8.44,9.24,10.03
83.32,82.65,81.98,81.77,81.57,81.11,80.65
12.42,13.0,13.59,6.8,0.0,3.54,7.07
56.77,55.28,53.8,51.64,49.47,55.99,62.51
45.72,47.07,48.42,45.06,41.71,44.26,46.82
76.5,80.68,84.85,79.69,74.53,72.94,71.36
21.2,26.25,31.3,28.54,25.79,26.39,26.99
3.72,5.09,6.46,5.17,3.88,3.52,3.15
20.12,16.35,12.58,13.85,15.12,11.1,7.07
73.58,72.62,71.67,71.98,72.3,65.4,58.5
28.08,28.81,29.54,30.77,32.0,31.47,30.94
37.7,38.19,38.68,42.22,45.75,49.2,52.64
6.14,9.56,12.99,10.72,8.44,9.24,10.03
11.24,26.22,41.2,46.61,52.02,42.32,32.62
0.0,0.0,0.0,0.0,0.0,17.34,34.69
34.29,30.78,27.28,15.0,2.71,1.36,0.0
15.92,14.01,12.1,12.9,13.69,12.78,11.87
10.41,10.9,11.4,9.92,8.44,10.15,11.87
62.5,58.98,55.46,61.82,68.19,73.19,78.2
3.44,3.54,3.63,3.76,3.88,4.84,5.79
9.17,8.39,7.61,5.74,3.88,4.15,4.42
66.73,65.76,64.79,65.66,66.54,65.35,64.16
29.93,20.08,10.22,11.05,11.88,11.88,11.87
5.83,8.3,10.76,14.15,17.54,18.69,19.83
21.74,31.4,41.07,35.44,29.8,28.4,26.99
