2014 SVI No Vehicle Data and Encoding,2015 SVI No Vehicle Data and Encoding,2016 SVI No Vehicle Data and Encoding,2017 SVI No Vehicle Data and Encoding,2018 SVI No Vehicle Data and Encoding,2019 SVI No Vehicle Data and Encoding,2020 SVI No Vehicle Data and Encoding
40.18,41.02,41.87,44.32,46.77,47.2,47.64
20.73,28.49,36.26,38.54,40.82,52.46,64.1
27.98,40.68,53.39,48.87,44.35,41.84,39.34
0.6,0.44,0.29,0.34,0.38,0.19,0.0
27.98,34.92,41.87,30.79,19.71,17.88,16.04
29.74,37.56,45.37,53.68,61.99,66.82,71.64
9.36,10.06,10.76,6.05,1.34,3.23,5.12
3.44,4.03,4.62,7.85,11.08,20.08,29.09
3.44,3.48,3.53,3.69,3.85,7.62,11.39
10.73,11.67,12.61,13.6,14.58,16.01,17.44
18.08,16.06,14.04,24.88,35.72,57.47,79.22
51.29,59.17,67.05,78.64,90.23,92.4,94.56
8.44,12.34,16.24,25.98,35.72,43.97,52.23
13.34,12.97,12.61,9.46,6.3,16.92,27.53
47.63,48.98,50.33,55.38,60.43,52.32,44.21
90.13,91.57,93.0,91.62,90.23,86.84,83.45
3.88,5.04,6.21,9.15,12.1,12.86,13.62
1.78,2.75,3.72,5.49,7.26,17.4,27.53
27.98,27.81,27.63,31.67,35.72,29.84,23.97
77.17,86.44,95.7,96.98,98.25,96.7,95.16
71.06,47.23,23.4,17.75,12.1,29.87,47.64
17.13,15.58,14.04,17.59,21.14,25.12,29.09
92.52,79.19,65.87,51.51,37.15,43.84,50.54
26.52,20.28,14.04,11.62,9.2,5.89,2.58
38.2,37.23,36.26,43.14,50.02,50.28,50.54
27.98,26.47,24.96,35.86,46.77,48.66,50.54
15.79,23.54,31.3,25.5,19.71,16.66,13.62
0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.06,37.84,4.62,5.08,5.54,3.17,0.8
23.62,12.59,1.56,15.84,30.12,15.32,0.51
10.73,8.89,7.04,14.09,21.14,19.85,18.56
4.78,10.51,16.24,33.13,50.02,54.07,58.12
40.18,33.24,26.3,25.25,24.2,15.32,6.43
23.62,27.46,31.3,24.94,18.59,13.5,8.4
27.98,27.14,26.3,29.15,32.0,34.88,37.75
34.8,33.89,32.98,32.49,32.0,33.86,35.71
12.0,10.87,9.74,7.64,5.54,5.33,5.12
14.65,16.86,19.07,15.58,12.1,10.25,8.4
17.13,11.67,6.21,7.37,8.53,7.48,6.43
4.78,11.92,19.07,16.18,13.28,12.92,12.57
1.46,7.75,14.04,26.47,38.9,43.27,47.64
26.52,33.19,39.86,31.17,22.48,35.86,49.24
2.8,3.16,3.53,3.18,2.83,3.66,4.49
29.74,44.8,59.85,44.16,28.46,19.37,10.28
23.62,37.78,51.93,47.09,42.25,33.11,23.97
19.33,34.05,48.77,41.29,33.81,28.89,23.97
58.87,42.58,26.3,37.38,48.46,61.17,73.87
38.2,34.75,31.3,37.82,44.35,42.68,41.02
15.79,20.38,24.96,39.68,54.41,51.02,47.64
40.18,39.16,38.14,28.36,18.59,12.89,7.19
24.99,28.98,32.98,23.13,13.28,10.24,7.19
26.52,30.63,34.73,35.22,35.72,52.15,68.59
74.12,74.44,74.75,72.94,71.12,70.94,70.75
5.48,6.26,7.04,10.81,14.58,14.1,13.62
6.08,4.35,2.61,3.82,5.03,5.73,6.43
14.65,9.09,3.53,3.02,2.52,6.4,10.28
22.03,17.32,12.61,15.6,18.59,16.73,14.86
57.15,56.05,54.95,46.05,37.15,26.6,16.04
42.38,36.84,31.3,29.88,28.46,48.97,69.48
2.04,4.12,6.21,6.25,6.3,7.84,9.39
7.7,6.16,4.62,3.57,2.52,2.26,2.01
0.7,1.24,1.78,7.53,13.28,8.1,2.93
4.78,5.91,7.04,4.68,2.32,1.6,0.89
13.34,12.05,10.76,7.31,3.85,7.62,11.39
57.15,48.5,39.86,37.79,35.72,35.71,35.71
5.48,5.5,5.51,5.27,5.03,5.73,6.43
15.79,10.2,4.62,3.57,2.52,2.26,2.01
7.7,10.87,14.04,8.18,2.32,8.59,14.86
5.48,5.5,5.51,8.3,11.08,15.47,19.86
20.73,13.47,6.21,7.02,7.83,13.84,19.86
0.0,0.0,0.0,0.16,0.32,32.94,65.56
10.73,11.67,12.61,11.42,10.22,25.62,41.02
34.8,43.36,51.93,40.2,28.46,42.49,56.52
67.53,67.29,67.05,68.53,70.01,69.3,68.59
22.03,30.08,38.14,38.52,38.9,45.56,52.23
47.63,61.19,74.75,64.58,54.41,54.67,54.93
2.32,1.38,0.45,0.48,0.51,0.26,0.0
68.64,54.25,39.86,51.54,63.23,56.24,49.24
47.63,51.29,54.95,53.18,51.42,41.94,32.46
58.87,58.44,58.01,54.01,50.02,47.11,44.21
55.78,54.58,53.39,60.2,67.02,55.62,44.21
1.62,1.7,1.78,0.89,0.0,0.0,0.0
0.54,0.8,1.05,0.85,0.64,2.56,4.49
9.36,5.1,0.83,0.94,1.05,0.97,0.89
42.38,50.2,58.01,57.14,56.26,60.18,64.1
18.08,33.43,48.77,56.0,63.23,58.43,53.63
10.73,12.38,14.04,13.66,13.28,17.95,22.63
29.74,43.1,56.45,33.76,11.08,8.75,6.43
52.98,40.3,27.63,21.68,15.73,15.88,16.04
9.36,21.17,32.98,43.7,54.41,48.61,42.81
36.52,49.03,61.54,58.9,56.26,54.94,53.63
86.47,85.36,84.24,87.49,90.74,92.95,95.16
13.34,12.97,12.61,16.16,19.71,27.71,35.71
22.03,32.8,43.58,40.36,37.15,24.27,11.39
3.44,3.02,2.61,4.94,7.26,19.86,32.46
24.99,28.98,32.98,29.3,25.63,40.28,54.93
4.78,11.92,19.07,24.6,30.12,23.78,17.44
14.65,22.02,29.39,39.7,50.02,54.07,58.12
27.98,41.46,54.95,32.58,10.22,35.54,60.85
0.25,0.22,0.19,0.82,1.46,13.6,25.75
29.74,19.74,9.74,5.88,2.01,2.01,2.01
6.08,5.52,4.97,6.4,7.83,10.72,13.62
17.13,13.95,10.76,8.53,6.3,11.17,16.04
24.99,27.19,29.39,34.15,38.9,43.27,47.64
17.13,19.6,22.06,16.57,11.08,19.3,27.53
24.99,37.66,50.33,61.85,73.38,67.12,60.85
10.16,10.46,10.76,7.31,3.85,7.06,10.28
10.73,6.25,1.78,27.36,52.94,52.58,52.23
2.55,3.38,4.2,4.03,3.85,5.52,7.19
12.0,17.7,23.4,25.18,26.97,38.1,49.24
0.38,0.46,0.54,0.43,0.32,0.75,1.18
89.78,88.74,87.71,81.77,75.84,74.86,73.87
20.73,32.16,43.58,36.85,30.12,24.34,18.56
29.74,30.52,31.3,29.88,28.46,26.22,23.97
27.98,17.92,7.86,8.2,8.53,5.73,2.93
13.34,28.46,43.58,41.24,38.9,33.22,27.53
17.13,12.08,7.04,4.33,1.62,1.4,1.18
29.74,31.36,32.98,33.39,33.81,23.72,13.62
22.03,34.68,47.34,38.73,30.12,20.2,10.28
81.12,81.32,81.53,81.77,82.01,80.95,79.89
4.33,5.27,6.21,5.88,5.54,4.6,3.66
10.73,11.67,12.61,12.94,13.28,26.31,39.34
84.59,42.6,0.6,30.51,60.43,79.8,99.17
0.0,0.0,0.0,24.23,48.46,50.34,52.23
12.0,15.53,19.07,16.18,13.28,20.4,27.53
42.38,64.57,86.76,90.4,94.05,81.76,69.48
17.13,9.87,2.61,8.6,14.58,42.66,70.75
12.0,25.07,38.14,31.88,25.63,17.51,9.39
78.83,85.4,91.98,89.14,86.31,63.66,41.02
27.98,19.86,11.75,14.42,17.1,20.54,23.97
52.98,58.61,64.25,68.24,72.24,48.1,23.97
0.48,0.88,1.27,1.21,1.15,1.16,1.18
77.94,77.27,76.6,71.12,65.65,64.88,64.1
7.7,10.15,12.61,9.46,6.3,4.98,3.66
69.79,70.14,70.49,60.96,51.42,49.53,47.64
57.15,52.24,47.34,42.24,37.15,29.24,21.32
19.33,22.14,24.96,32.89,40.82,31.07,21.32
40.18,41.88,43.58,46.02,48.46,48.05,47.64
75.96,73.23,70.49,71.93,73.38,75.87,78.36
51.29,54.65,58.01,56.21,54.41,63.02,71.64
51.29,50.81,50.33,50.88,51.42,50.98,50.54
45.88,45.62,45.37,42.14,38.9,44.07,49.24
8.44,9.09,9.74,9.98,10.22,10.81,11.39
52.98,54.72,56.45,58.44,60.43,58.48,56.52
45.88,49.64,53.39,54.82,56.26,44.36,32.46
97.58,97.4,97.23,97.12,97.01,96.9,96.79
80.32,78.86,77.4,78.83,80.26,80.08,79.89
27.98,29.64,31.3,30.71,30.12,30.34,30.55
94.3,94.14,93.98,94.21,94.43,94.27,94.11
85.86,84.54,83.22,79.1,74.98,76.31,77.63
88.38,88.43,88.48,90.1,91.72,91.79,91.85
99.3,99.32,99.33,99.32,99.3,99.28,99.27
52.98,53.96,54.95,53.94,52.94,46.98,41.02
99.52,99.54,99.55,99.55,99.55,99.55,99.55
14.65,16.1,17.54,16.63,15.73,14.15,12.57
94.05,94.34,94.62,94.11,93.6,93.99,94.37
75.96,75.36,74.75,74.87,74.98,78.23,81.48
74.12,71.73,69.34,68.82,68.29,68.44,68.59
32.73,31.06,29.39,30.7,32.0,35.67,39.34
62.97,63.61,64.25,64.25,64.25,62.55,60.85
98.54,98.48,98.41,98.6,98.79,98.65,98.5
81.12,78.5,75.87,75.86,75.84,82.68,89.53
40.18,39.16,38.14,35.98,33.81,32.18,30.55
15.79,18.08,20.38,17.48,14.58,14.1,13.62
92.87,93.74,94.62,94.68,94.75,94.3,93.86
54.6,53.27,51.93,56.18,60.43,60.64,60.85
57.15,60.06,62.97,63.1,63.23,66.36,69.48
0.0,0.0,0.0,0.0,0.0,15.28,30.55
29.74,36.66,43.58,36.85,30.12,35.57,41.02
65.97,67.02,68.07,72.46,76.85,71.2,65.56
81.12,84.42,87.71,74.07,60.43,70.95,81.48
60.17,52.77,45.37,39.59,33.81,26.18,18.56
91.37,79.72,68.07,77.19,86.31,90.34,94.37
42.38,44.86,47.34,53.88,60.43,59.92,59.42
15.79,17.43,19.07,27.4,35.72,35.71,35.71
20.73,25.06,29.39,47.52,65.65,58.94,52.23
38.2,26.7,15.19,49.02,82.84,67.54,52.23
15.79,26.96,38.14,58.85,79.56,85.94,92.33
95.16,79.07,62.97,58.69,54.41,53.32,52.23
14.65,22.98,31.3,30.71,30.12,26.38,22.63
19.33,23.48,27.63,19.36,11.08,18.42,25.75
3.44,10.49,17.54,18.07,18.59,12.2,5.82
71.89,78.99,86.09,89.04,91.98,85.6,79.22
95.16,95.04,94.91,94.48,94.05,93.66,93.28
40.18,47.57,54.95,61.62,68.29,53.82,39.34
57.15,62.61,68.07,62.17,56.26,50.24,44.21
82.23,78.06,73.89,67.16,60.43,47.28,34.12
49.32,44.59,39.86,41.4075,42.955,44.5025,46.05
55.78,51.56,47.34,44.08,40.82,47.22,53.63
9.36,8.61,7.86,8.2,8.53,9.4,10.28
49.32,47.35,45.37,43.81,42.25,44.94,47.64
75.17,80.36,85.55,83.78,82.01,73.06,64.1
23.62,19.4,15.19,15.46,15.73,19.18,22.63
74.12,73.48,72.84,64.55,56.26,66.13,76.0
55.78,68.24,80.71,84.08,87.46,79.55,71.64
49.32,52.89,56.45,57.76,59.06,49.2,39.34
32.73,31.06,29.39,24.55,19.71,15.55,11.39
34.8,40.08,45.37,64.1,82.84,71.84,60.85
20.73,15.74,10.76,12.02,13.28,14.07,14.86
96.05,96.06,96.08,96.82,97.55,97.42,97.29
83.41,84.48,85.55,85.93,86.31,81.52,76.73
99.9,99.9,99.9,99.9,99.9,99.9,99.9
94.46,94.82,95.19,95.46,95.73,95.99,96.24
90.29,91.14,91.98,93.02,94.05,93.46,92.87
88.03,88.74,89.46,91.04,92.61,90.69,88.77
91.95,91.44,90.93,92.49,94.05,95.01,95.96
95.38,95.14,94.91,94.35,93.79,92.66,91.53
64.34,66.2,68.07,73.37,78.67,83.93,89.18
87.3,85.02,82.74,85.1,87.46,88.12,88.77
69.79,71.84,73.89,72.5,71.12,70.3,69.48
88.92,87.5,86.09,83.78,81.47,77.67,73.87
86.85,88.16,89.46,85.46,81.47,82.74,84.02
82.23,81.88,81.53,80.9,80.26,78.13,76.0
97.17,96.85,96.53,96.86,97.2,96.86,96.53
81.12,79.96,78.8,79.53,80.26,81.49,82.72
91.66,90.94,90.23,89.58,88.92,90.75,92.58
85.23,87.57,89.91,88.68,87.46,89.9,92.33
58.87,63.47,68.07,74.16,80.26,85.42,90.58
67.53,66.7,65.87,75.79,85.71,86.6,87.49
29.74,31.36,32.98,30.72,28.46,19.92,11.39
90.83,90.14,89.46,90.1,90.74,91.66,92.58
85.23,82.48,79.72,82.51,85.29,85.9,86.51
99.84,99.84,99.84,99.82,99.81,99.81,99.81
69.79,60.86,51.93,46.38,40.82,35.68,30.55
60.17,66.0,71.82,74.33,76.85,68.13,59.42
57.15,57.58,58.01,53.24,48.46,49.5,50.54
94.05,94.26,94.46,94.26,94.05,94.52,95.0
96.31,96.3,96.28,96.9,97.52,97.52,97.52
75.96,74.92,73.89,71.09,68.29,66.2,64.1
99.97,99.97,99.97,99.97,99.97,99.97,99.97
90.29,89.64,88.98,88.7,88.41,89.5,90.58
94.3,94.46,94.62,94.21,93.79,93.33,92.87
96.15,95.92,95.7,95.71,95.73,95.84,95.96
68.64,70.74,72.84,72.54,72.24,70.42,68.59
88.92,89.78,90.64,89.52,88.41,89.26,90.1
75.96,75.91,75.87,77.27,78.67,77.7,76.73
77.94,80.34,82.74,82.38,82.01,80.18,78.36
81.12,77.94,74.75,79.64,84.53,81.88,79.22
38.2,38.17,38.14,35.98,33.81,33.97,34.12
99.65,99.65,99.65,99.65,99.65,99.65,99.65
89.78,88.97,88.16,89.0,89.84,89.68,89.53
98.63,98.66,98.69,98.76,98.82,98.6,98.38
91.37,91.5,91.63,92.12,92.61,93.06,93.51
88.03,89.48,90.93,90.16,89.4,89.75,90.1
32.73,27.39,22.06,23.84,25.63,28.09,30.55
93.54,93.82,94.11,94.27,94.43,94.89,95.35
65.97,71.68,77.4,68.91,60.43,62.26,64.1
75.17,64.28,53.39,55.64,57.88,60.29,62.7
67.53,68.44,69.34,74.45,79.56,81.14,82.72
83.86,84.98,86.09,85.9,85.71,86.11,86.51
40.18,40.02,39.86,41.06,42.25,45.74,49.24
92.2,91.06,89.91,90.66,91.4,90.29,89.18
64.34,59.64,54.95,48.6,42.25,47.94,53.63
97.9,97.82,97.74,97.96,98.19,97.62,97.04
77.17,75.96,74.75,74.61,74.47,72.61,70.75
77.94,80.85,83.76,85.61,87.46,86.41,85.36
57.15,56.8,56.45,64.35,72.24,80.2,88.16
49.32,56.78,64.25,64.95,65.65,71.64,77.63
97.9,97.79,97.68,97.86,98.03,98.0,97.96
58.87,57.66,56.45,60.35,64.25,62.55,60.85
94.91,95.96,97.01,96.84,96.66,96.5,96.34
57.15,50.36,43.58,42.92,42.25,38.98,35.71
17.13,18.1,19.07,17.4,15.73,16.58,17.44
71.06,65.46,59.85,39.78,19.71,38.12,56.52
89.49,88.82,88.16,89.94,91.72,81.24,70.75
57.15,57.58,58.01,57.94,57.88,46.0,34.12
32.73,31.06,29.39,24.55,19.71,28.73,37.75
75.96,73.89,71.82,73.83,75.84,68.34,60.85
87.71,87.94,88.16,86.34,84.53,89.76,95.0
83.86,82.29,80.71,86.34,91.98,86.73,81.48
27.98,25.69,23.4,22.27,21.14,16.86,12.57
65.97,55.67,45.37,42.14,38.9,44.72,50.54
65.97,58.95,51.93,45.42,38.9,35.68,32.46
32.73,30.18,27.63,26.63,25.63,25.69,25.75
34.8,33.89,32.98,33.39,33.81,39.01,44.21
8.44,7.33,6.21,4.52,2.83,7.7,12.57
45.88,39.43,32.98,33.39,33.81,30.67,27.53
79.59,83.18,86.76,88.3,89.84,87.6,85.36
40.18,37.46,34.73,35.22,35.72,36.74,37.75
40.18,36.58,32.98,30.72,28.46,27.1,25.75
32.73,44.59,56.45,45.13,33.81,33.97,34.12
95.38,93.68,91.98,91.69,91.4,84.52,77.63
23.62,23.51,23.4,45.21,67.02,80.15,93.28
67.53,67.8,68.07,72.46,76.85,74.89,72.92
81.12,79.26,77.4,78.04,78.67,69.76,60.85
74.12,71.73,69.34,66.8,64.25,59.59,54.93
55.78,57.82,59.85,60.92,61.99,65.74,69.48
6.08,12.58,19.07,13.16,7.26,5.88,4.49
13.34,12.54,11.75,10.98,10.22,8.7,7.19
44.51,44.04,43.58,46.8,50.02,46.41,42.81
24.99,20.09,15.19,11.86,8.53,24.78,41.02
83.86,81.79,79.72,76.55,73.38,53.75,34.12
83.86,83.54,83.22,80.94,78.67,74.71,70.75
93.82,94.14,94.46,94.12,93.79,92.18,90.58
75.96,75.91,75.87,75.17,74.47,71.97,69.48
55.78,58.66,61.54,51.18,40.82,35.68,30.55
57.15,57.58,58.01,53.24,48.46,51.7,54.93
12.0,18.48,24.96,26.71,28.46,34.74,41.02
47.63,56.75,65.87,69.06,72.24,73.06,73.87
42.38,39.32,36.26,36.7,37.15,37.45,37.75
51.29,59.68,68.07,70.72,73.38,70.98,68.59
71.89,68.88,65.87,63.15,60.43,61.57,62.7
95.86,95.78,95.7,95.22,94.75,94.02,93.28
34.8,39.19,43.58,43.96,44.35,41.05,37.75
18.08,23.74,29.39,28.92,28.46,29.51,30.55
47.63,46.5,45.37,38.68,32.0,27.32,22.63
93.82,90.76,87.71,88.97,90.23,88.37,86.51
58.87,54.6,50.33,46.29,42.25,37.35,32.46
95.16,55.7,16.24,8.7,1.15,2.04,2.93
20.73,20.56,20.38,16.83,13.28,14.07,14.86
32.73,31.06,29.39,35.82,42.25,40.8,39.34
27.98,26.47,24.96,23.72,22.48,28.3,34.12
58.87,60.92,62.97,67.04,71.12,67.61,64.1
67.53,64.54,61.54,55.78,50.02,42.86,35.71
92.87,92.56,92.26,93.63,95.0,93.01,91.02
13.34,11.54,9.74,9.98,10.22,16.42,22.63
55.78,58.66,61.54,56.48,51.42,60.45,69.48
55.78,51.56,47.34,45.84,44.35,55.77,67.19
32.73,34.49,36.26,34.13,32.0,25.28,18.56
79.59,68.02,56.45,64.92,73.38,77.43,81.48
65.97,63.76,61.54,57.24,52.94,51.74,50.54
68.64,64.24,59.85,55.64,51.42,53.97,56.52
88.92,89.19,89.46,71.93,54.41,50.23,46.05
42.38,40.26,38.14,32.56,26.97,28.76,30.55
74.12,78.43,82.74,80.34,77.94,75.43,72.92
52.98,53.18,53.39,56.91,60.43,60.64,60.85
94.46,94.82,95.19,94.35,93.51,90.01,86.51
34.8,33.89,32.98,32.49,32.0,27.32,22.63
49.32,42.79,36.26,36.7,37.15,37.45,37.75
14.65,36.33,58.01,63.15,68.29,63.2,58.12
94.46,93.49,92.52,90.72,88.92,79.83,70.75
51.29,43.78,36.26,30.23,24.2,20.12,16.04
90.13,85.42,80.71,73.18,65.65,41.54,17.44
75.96,75.91,75.87,76.36,76.85,60.53,44.21
73.0,74.8,76.6,77.64,78.67,81.68,84.69
49.32,54.59,59.85,57.13,54.41,42.48,30.55
34.8,37.33,39.86,40.34,40.82,34.17,27.53
86.85,88.54,90.23,88.84,87.46,89.02,90.58
88.92,89.58,90.23,90.23,90.23,88.13,86.03
68.64,72.62,76.6,73.86,71.12,69.16,67.19
58.87,56.91,54.95,53.18,51.42,56.14,60.85
51.29,50.81,50.33,54.7,59.06,62.31,65.56
81.12,78.86,76.6,76.22,75.84,64.04,52.23
92.2,92.8,93.41,94.0,94.59,94.88,95.16
64.34,64.29,64.25,49.03,33.81,34.76,35.71
29.74,25.06,20.38,16.24,12.1,11.19,10.28
61.76,62.36,62.97,64.31,65.65,64.18,62.7
45.88,43.88,41.87,42.06,42.25,59.49,76.73
47.63,34.84,22.06,23.13,24.2,22.03,19.86
91.66,93.28,94.91,90.61,86.31,66.18,46.05
6.08,5.14,4.2,5.25,6.3,7.35,8.4
94.91,95.6,96.28,95.52,94.75,92.42,90.1
26.52,24.96,23.4,22.27,21.14,20.5,19.86
90.29,90.1,89.91,90.44,90.96,89.22,87.49
95.64,94.7,93.76,94.74,95.73,96.98,98.22
49.32,51.36,53.39,51.7,50.02,47.11,44.21
79.59,79.66,79.72,81.28,82.84,79.78,76.73
71.89,69.47,67.05,60.73,54.41,48.61,42.81
85.86,87.66,89.46,88.94,88.41,88.28,88.16
36.52,43.42,50.33,44.62,38.9,37.3,35.71
62.97,68.43,73.89,55.52,37.15,41.6,46.05
2.32,2.05,1.78,4.04,6.3,36.74,67.19
77.94,64.94,51.93,54.9,57.88,49.45,41.02
82.84,75.46,68.07,74.77,81.47,87.17,92.87
1.31,1.54,1.78,1.9,2.01,33.78,65.56
18.08,11.35,4.62,4.23,3.85,5.52,7.19
19.33,27.8,36.26,27.98,19.71,11.68,3.66
32.73,28.84,24.96,24.58,24.2,13.56,2.93
32.73,30.18,27.63,33.26,38.9,41.56,44.21
64.34,64.29,64.25,55.51,46.77,52.45,58.12
10.73,9.72,8.72,6.28,3.85,17.2,30.55
17.13,11.67,6.21,18.17,30.12,20.76,11.39
7.7,5.71,3.72,6.97,10.22,11.92,13.62
1.05,0.94,0.83,1.34,1.85,3.49,5.12
7.13,7.08,7.04,10.81,14.58,39.34,64.1
19.33,22.82,26.3,25.25,24.2,16.3,8.4
12.0,19.15,26.3,19.79,13.28,34.1,54.93
45.88,31.06,16.24,29.24,42.25,35.67,29.09
71.06,66.3,61.54,62.39,63.23,56.24,49.24
26.52,18.64,10.76,9.65,8.53,6.51,4.49
22.03,19.13,16.24,15.41,14.58,8.44,2.29
4.33,4.92,5.51,3.68,1.85,1.23,0.6
10.73,9.3,7.86,5.19,2.52,1.6,0.67
13.34,14.79,16.24,17.97,19.71,21.17,22.63
6.08,10.06,14.04,12.13,10.22,9.8,9.39
15.79,13.28,10.76,9.98,9.2,14.53,19.86
26.52,30.63,34.73,28.61,22.48,44.02,65.56
18.08,16.06,14.04,8.82,3.6,5.4,7.19
10.73,10.24,9.74,9.14,8.53,11.7,14.86
6.08,4.35,2.61,2.31,2.01,3.92,5.82
24.99,21.26,17.54,25.68,33.81,22.6,11.39
40.18,36.58,32.98,32.49,32.0,31.28,30.55
10.16,10.46,10.76,7.6,4.43,7.36,10.28
5.48,3.52,1.56,4.41,7.26,8.32,9.39
3.06,7.4,11.75,15.73,19.71,15.55,11.39
67.53,43.3,19.07,31.71,44.35,41.84,39.34
68.64,79.05,89.46,86.15,82.84,85.16,87.49
62.97,48.85,34.73,35.22,35.72,30.74,25.75
1.78,1.3,0.83,2.21,3.6,5.4,7.19
27.98,25.02,22.06,23.13,24.2,35.12,46.05
78.83,77.72,76.6,75.79,74.98,79.83,84.69
3.06,2.31,1.56,2.39,3.22,4.82,6.43
47.63,39.47,31.3,32.56,33.81,23.19,12.57
90.29,88.19,86.09,84.78,83.48,88.5,93.51
1.05,1.83,2.61,1.76,0.92,0.86,0.8
19.33,19.86,20.38,24.42,28.46,28.0,27.53
2.04,1.29,0.54,1.19,1.85,1.83,1.81
71.06,76.3,81.53,80.9,80.26,80.4,80.55
19.33,14.54,9.74,18.36,26.97,39.6,52.23
38.2,31.58,24.96,31.06,37.15,30.56,23.97
49.32,40.31,31.3,40.66,50.02,42.86,35.71
18.08,14.92,11.75,17.11,22.48,32.65,42.81
14.65,16.1,17.54,12.4,7.26,30.44,53.63
32.73,43.84,54.95,50.86,46.77,38.66,30.55
68.64,77.1,85.55,88.64,91.72,88.54,85.36
77.94,75.39,72.84,77.43,82.01,82.36,82.72
64.34,65.69,67.05,67.04,67.02,68.25,69.48
75.96,77.38,78.8,83.13,87.46,88.12,88.77
85.23,82.97,80.71,80.49,80.26,76.59,72.92
18.08,28.97,39.86,35.93,32.0,32.23,32.46
75.96,77.84,79.72,75.42,71.12,66.91,62.7
47.63,48.98,50.33,51.64,52.94,56.18,59.42
44.51,44.04,43.58,43.96,44.35,42.68,41.02
49.32,43.73,38.14,41.24,44.35,60.99,77.63
29.74,36.66,43.58,46.02,48.46,44.74,41.02
83.86,82.9,81.95,81.1,80.26,78.5,76.73
26.52,30.63,34.73,34.27,33.81,36.58,39.34
64.34,53.1,41.87,45.16,48.46,46.34,44.21
71.89,66.71,61.54,62.89,64.25,67.5,70.75
79.59,83.65,87.71,90.05,92.39,90.79,89.18
38.2,49.02,59.85,62.75,65.65,64.88,64.1
97.17,97.2,97.23,97.12,97.01,96.94,96.88
57.15,56.8,56.45,50.4,44.35,38.4,32.46
40.18,39.16,38.14,44.78,51.42,47.82,44.21
4.78,5.5,6.21,5.88,5.54,6.97,8.4
67.53,67.8,68.07,66.86,65.65,65.6,65.56
34.8,35.53,36.26,38.54,40.82,34.96,29.09
58.87,61.56,64.25,64.95,65.65,72.77,79.89
80.32,79.33,78.35,76.67,74.98,73.95,72.92
7.7,10.87,14.04,13.66,13.28,14.66,16.04
77.94,77.67,77.4,75.39,73.38,71.43,69.48
71.89,75.34,78.8,82.82,86.85,86.1,85.36
38.2,37.23,36.26,38.54,40.82,37.47,34.12
68.64,73.72,78.8,79.18,79.56,76.24,72.92
95.64,95.53,95.42,95.32,95.22,94.8,94.37
60.17,62.21,64.25,63.74,63.23,59.08,54.93
60.17,62.21,64.25,63.74,63.23,59.88,56.52
32.73,45.37,58.01,70.43,82.84,85.16,87.49
26.52,25.74,24.96,25.3,25.63,20.24,14.86
77.94,75.39,72.84,76.55,80.26,82.48,84.69
42.38,44.86,47.34,44.79,42.25,33.11,23.97
99.49,99.46,99.43,99.43,99.43,99.44,99.46
68.64,68.36,68.07,65.03,61.99,49.87,37.75
86.47,82.41,78.35,77.6,76.85,65.89,54.93
82.23,82.99,83.76,85.04,86.31,88.66,91.02
77.94,79.94,81.95,79.94,77.94,71.02,64.1
47.63,46.5,45.37,39.59,33.81,31.45,29.09
61.76,64.4,67.05,69.08,71.12,66.91,62.7
40.18,36.58,32.98,33.39,33.81,35.78,37.75
62.97,55.87,48.77,46.56,44.35,40.03,35.71
64.34,66.2,68.07,67.54,67.02,63.94,60.85
91.95,92.36,92.77,92.24,91.72,90.62,89.53
60.17,58.31,56.45,49.35,42.25,29.84,17.44
85.86,84.81,83.76,83.3,82.84,84.43,86.03
71.89,75.12,78.35,82.6,86.85,83.04,79.22
18.08,22.85,27.63,25.06,22.48,19.96,17.44
61.76,61.65,61.54,67.46,73.38,75.06,76.73
27.98,30.48,32.98,25.04,17.1,15.36,13.62
31.36,38.36,45.37,46.91,48.46,40.46,32.46
64.34,68.59,72.84,75.76,78.67,74.71,70.75
88.92,89.42,89.91,89.88,89.84,89.3,88.77
58.87,61.56,64.25,65.64,67.02,66.29,65.56
42.38,42.12,41.87,55.08,68.29,62.4,56.52
78.83,76.79,74.75,74.06,73.38,67.12,60.85
51.29,35.18,19.07,39.75,60.43,75.72,91.02
34.8,31.22,27.63,27.3,26.97,26.36,25.75
51.29,43.78,36.26,44.6,52.94,37.13,21.32
71.89,65.87,59.85,62.75,65.65,69.76,73.87
40.18,28.86,17.54,21.58,25.63,34.92,44.21
85.86,85.71,85.55,85.63,85.71,79.79,73.87
42.38,47.88,53.39,54.82,56.26,60.91,65.56
24.99,28.14,31.3,36.06,40.82,40.08,39.34
14.65,17.52,20.38,14.79,9.2,9.3,9.39
81.12,82.17,83.22,86.07,88.92,88.2,87.49
57.15,58.5,59.85,64.07,68.29,68.88,69.48
47.63,48.98,50.33,55.38,60.43,57.68,54.93
82.84,84.2,85.55,87.89,90.23,84.3,78.36
65.97,67.02,68.07,65.03,61.99,62.35,62.7
27.98,29.64,31.3,36.06,40.82,30.34,19.86
73.0,72.92,72.84,72.54,72.24,71.5,70.75
83.86,84.05,84.24,84.38,84.53,82.54,80.55
73.0,72.41,71.82,71.47,71.12,73.92,76.73
60.17,64.12,68.07,70.16,72.24,71.94,71.64
36.52,31.41,26.3,25.96,25.63,17.02,8.4
