2014 SVI Aged 65 or Older Data and Encoding,2015 SVI Aged 65 or Older Data and Encoding,2016 SVI Aged 65 or Older Data and Encoding,2017 SVI Aged 65 or Older Data and Encoding,2018 SVI Aged 65 or Older Data and Encoding,2019 SVI Aged 65 or Older Data and Encoding,2020 SVI Aged 65 or Older Data and Encoding
90.93,89.56,88.19,90.85,93.51,92.65,91.79
92.65,94.16,95.67,96.16,96.66,96.61,96.56
83.41,84.71,86.02,85.7,85.39,92.06,98.73
95.03,95.86,96.69,96.8,96.91,96.35,95.8
14.65,15.74,16.84,17.67,18.5,19.15,19.8
77.97,80.18,82.39,86.14,89.88,92.04,94.21
65.62,67.86,70.11,73.05,75.99,77.7,79.41
65.62,69.69,73.77,68.5,63.23,58.11,52.99
83.41,82.62,81.82,80.64,79.47,77.75,76.03
76.44,74.72,73.0,69.9,66.79,66.39,65.98
93.82,92.2,90.58,90.23,89.88,91.14,92.39
61.0,62.16,63.32,63.8,64.28,64.62,64.96
98.34,96.86,95.38,96.28,97.17,97.96,98.76
84.81,86.5,88.19,89.04,89.88,90.55,91.22
24.45,19.62,14.8,15.47,16.14,16.68,17.22
6.34,5.4,4.46,3.8,3.15,3.26,3.37
15.19,16.34,17.48,18.61,19.74,18.72,17.7
93.98,94.9,95.83,96.7,97.58,97.76,97.93
88.83,87.42,86.02,83.7,81.38,80.4,79.41
49.51,48.67,47.82,49.98,52.15,51.09,50.03
68.29,71.03,73.77,75.22,76.66,79.13,81.6
77.97,84.46,90.96,94.64,98.31,96.48,94.65
86.5,86.12,85.74,85.1,84.46,81.94,79.41
33.17,30.75,28.33,30.16,32.0,37.6,43.19
95.96,86.36,76.76,82.48,88.19,92.7,97.2
86.5,83.52,80.55,80.55,80.55,81.08,81.6
97.96,91.85,85.74,79.12,72.49,81.54,90.58
94.62,96.46,98.31,86.88,75.45,82.44,89.43
32.12,31.23,30.34,30.08,29.83,30.5,31.16
44.29,43.02,41.74,41.32,40.91,39.71,38.51
87.14,86.76,86.37,85.88,85.39,85.0,84.6
58.36,68.9,79.43,86.18,92.93,95.46,97.99
30.85,34.37,37.89,50.11,62.34,77.89,93.44
27.67,45.5,63.32,78.3,93.28,95.78,98.28
86.5,84.67,82.84,82.41,81.98,80.7,79.41
40.78,37.71,34.64,37.78,40.91,40.9,40.9
97.45,96.42,95.38,96.28,97.17,98.03,98.89
94.87,94.46,94.05,94.4,94.75,94.48,94.21
15.19,14.35,13.5,13.15,12.8,13.78,14.77
93.82,92.6,91.37,90.0,88.63,87.36,86.09
80.17,79.04,77.91,74.13,70.36,69.26,68.17
37.47,37.16,36.84,35.26,33.68,34.72,35.77
84.81,83.6,82.39,79.53,76.66,74.98,73.3
87.14,84.08,81.03,82.38,83.73,85.28,86.82
86.06,84.22,82.39,79.53,76.66,72.9,69.13
46.39,47.1,47.82,48.0,48.17,53.18,58.18
69.02,68.59,68.16,66.54,64.92,64.56,64.19
19.01,16.75,14.49,11.14,7.8,6.83,5.86
84.81,83.82,82.84,81.44,80.04,77.4,74.76
83.41,82.4,81.38,80.71,80.04,78.62,77.21
10.28,12.11,13.94,11.92,9.9,10.1,10.31
53.87,55.19,56.51,51.33,46.16,45.36,44.56
25.18,24.93,24.67,24.44,24.2,24.1,24.0
89.68,92.04,94.4,92.64,90.89,85.15,79.41
71.06,70.08,69.09,67.01,64.92,64.56,64.19
70.33,67.35,64.37,60.36,56.35,54.67,52.99
7.8,7.45,7.1,7.21,7.32,7.41,7.51
88.83,89.7,90.58,79.23,67.88,58.6,49.33
90.64,90.16,89.68,88.4,87.11,85.3,83.48
95.29,95.34,95.38,95.06,94.75,94.35,93.95
84.81,86.02,87.23,89.44,91.66,90.72,89.78
91.95,90.82,89.68,89.2,88.73,89.08,89.43
79.72,79.57,79.43,75.53,71.63,69.9,68.17
98.22,94.8,91.37,92.69,94.01,93.79,93.57
97.64,97.28,96.91,97.07,97.23,95.01,92.78
74.21,74.75,75.29,83.89,92.49,93.81,95.13
91.95,94.68,97.42,89.96,82.49,82.04,81.6
92.14,91.55,90.96,91.48,92.01,91.74,91.47
21.87,21.04,20.22,18.83,17.45,16.81,16.17
59.85,58.18,56.51,57.9,59.28,59.11,58.94
94.56,94.56,94.56,93.28,92.01,90.9,89.78
88.48,84.2,79.91,65.06,50.21,62.48,74.76
92.65,91.8,90.96,91.22,91.47,90.62,89.78
82.59,81.98,81.38,79.46,77.55,76.79,76.03
99.9,99.9,99.9,99.57,99.24,94.68,90.13
79.11,79.51,79.91,78.29,76.66,73.34,70.02
88.83,89.04,89.24,88.02,86.79,86.96,87.14
61.8,56.5,51.19,51.16,51.13,47.16,43.19
67.65,65.48,63.32,61.64,59.95,57.56,55.16
91.37,91.16,90.96,92.86,94.75,94.08,93.41
96.43,94.9,93.38,90.08,86.79,86.32,85.84
96.28,95.72,95.16,92.76,90.35,90.46,90.58
92.65,91.62,90.58,89.96,89.33,89.0,88.67
9.87,9.76,9.65,10.0,10.35,10.79,11.23
47.56,48.32,49.09,50.62,52.15,52.57,52.99
79.72,75.91,72.11,67.67,63.23,58.11,52.99
85.42,89.19,92.96,95.27,97.58,89.59,81.6
84.81,76.17,67.53,74.76,81.98,90.45,98.92
37.47,33.9,30.34,26.96,23.59,22.36,21.13
74.21,73.16,72.11,69.45,66.79,68.4,70.02
72.43,66.97,61.51,65.94,70.36,68.17,65.98
78.41,78.58,78.76,74.13,69.5,71.06,72.63
63.77,61.11,58.45,60.84,63.23,62.17,61.11
97.07,96.45,95.83,95.59,95.35,94.4,93.44
74.98,73.04,71.09,65.18,59.28,56.14,52.99
96.82,96.32,95.83,96.06,96.28,96.04,95.8
84.34,84.45,84.56,84.67,84.78,84.42,84.05
77.97,75.87,73.77,70.28,66.79,67.48,68.17
66.6,64.52,62.43,58.42,54.41,54.24,54.07
36.39,34.92,33.46,35.54,37.63,37.08,36.54
81.85,79.88,77.91,77.28,76.66,77.14,77.63
72.43,68.75,65.07,65.0,64.92,64.19,63.46
91.37,90.3,89.24,88.94,88.63,87.72,86.82
88.83,92.1,95.38,95.7,96.02,91.71,87.4
27.67,24.98,22.29,19.22,16.14,15.2,14.26
2.96,3.06,3.15,3.4,3.66,3.68,3.69
48.55,48.82,49.09,48.12,47.15,46.81,46.47
56.03,55.64,55.24,54.38,53.52,52.3,51.08
44.29,44.53,44.76,40.21,35.66,34.64,33.61
92.14,92.55,92.96,92.64,92.33,91.9,91.47
95.8,95.73,95.67,94.9,94.14,94.28,94.43
88.48,88.16,87.84,84.38,80.93,71.83,62.73
33.17,30.75,28.33,31.42,34.51,37.7,40.9
96.43,95.52,94.62,93.48,92.33,91.63,90.93
77.36,72.45,67.53,75.43,83.32,86.72,90.13
12.23,10.78,9.33,8.04,6.75,5.78,4.81
94.4,93.18,91.95,91.15,90.35,91.07,91.79
34.42,35.63,36.84,38.88,40.91,40.9,40.9
21.87,19.68,17.48,19.79,22.09,21.61,21.13
93.22,91.45,89.68,86.5,83.32,82.2,81.09
86.06,88.2,90.35,89.27,88.19,93.38,98.57
68.29,66.68,65.07,63.7,62.34,62.18,62.03
52.82,52.6,52.37,53.39,54.41,54.24,54.07
14.17,14.81,15.44,15.42,15.41,15.48,15.56
90.39,91.68,92.96,93.78,94.59,95.22,95.86
2.04,1.93,1.81,2.24,2.67,3.18,3.69
96.18,96.28,96.37,96.32,96.28,93.2,90.13
19.8,26.02,32.25,28.64,25.02,35.18,45.35
3.53,3.7,3.88,5.6,7.32,14.22,21.13
34.42,23.04,11.65,14.26,16.87,12.96,9.04
61.0,62.16,63.32,75.93,88.54,83.4,78.26
65.04,69.4,73.77,73.44,73.1,72.15,71.2
85.42,89.4,93.38,92.33,91.28,94.19,97.1
96.94,97.14,97.33,97.46,97.58,97.34,97.1
24.45,24.83,25.21,27.06,28.91,26.46,24.0
93.35,95.8,98.25,98.33,98.41,98.4,98.38
20.73,22.37,24.01,24.51,25.02,25.62,26.23
34.42,30.41,26.39,29.2,32.0,37.6,43.19
63.77,65.65,67.53,66.22,64.92,64.19,63.46
66.6,69.36,72.11,73.33,74.56,75.54,76.51
90.64,91.47,92.3,93.32,94.33,95.05,95.77
44.29,46.69,49.09,52.15,55.21,57.6,59.99
84.34,84.08,83.83,84.02,84.21,84.7,85.2
51.74,54.64,57.53,59.94,62.34,64.16,65.98
17.03,17.94,18.85,19.3,19.74,20.43,21.13
32.12,35.0,37.89,39.4,40.91,42.74,44.56
25.18,26.76,28.33,31.42,34.51,36.51,38.51
16.56,16.7,16.84,16.49,16.14,16.68,17.22
61.8,63.08,64.37,66.44,68.51,70.57,72.63
34.42,35.08,35.75,36.69,37.63,39.84,42.04
40.78,38.81,36.84,36.25,35.66,34.64,33.61
32.12,31.72,31.33,31.66,32.0,31.58,31.16
21.36,21.16,20.95,21.04,21.14,21.14,21.13
90.93,91.15,91.37,91.93,92.49,92.66,92.84
17.7,17.94,18.18,18.34,18.5,18.1,17.7
11.72,11.2,10.67,10.73,10.79,10.55,10.31
19.01,19.61,20.22,20.36,20.5,21.68,22.85
5.89,5.18,4.46,4.64,4.81,4.68,4.55
28.72,31.09,33.46,37.18,40.91,44.1,47.29
19.01,18.24,17.48,17.67,17.86,18.07,18.27
16.56,16.49,16.43,16.65,16.87,17.04,17.22
32.12,32.18,32.25,33.38,34.51,35.9,37.3
30.85,30.6,30.34,31.17,32.0,32.09,32.18
86.5,85.99,85.48,84.4,83.32,81.76,80.2
15.79,15.14,14.49,14.46,14.42,14.6,14.77
44.29,46.06,47.82,46.99,46.16,46.72,47.29
19.8,20.01,20.22,19.98,19.74,20.82,21.9
19.8,22.24,24.67,27.25,29.83,32.15,34.47
16.56,15.68,14.8,14.61,14.42,14.34,14.26
34.42,35.08,35.75,38.33,40.91,41.48,42.04
18.69,19.82,20.95,21.84,22.73,24.11,25.49
98.85,99.24,99.62,99.78,99.94,99.94,99.94
27.67,26.17,24.67,24.44,24.2,23.05,21.9
23.75,23.02,22.29,22.51,22.73,26.02,29.31
86.5,88.32,90.13,91.62,93.12,93.88,94.65
8.72,7.74,6.75,6.58,6.4,6.05,5.7
74.21,81.94,89.68,82.56,75.45,44.86,14.26
19.01,19.32,19.64,20.07,20.5,20.82,21.13
25.18,22.7,20.22,18.18,16.14,14.99,13.84
91.37,92.06,92.74,93.01,93.28,93.54,93.79
67.65,75.94,84.24,84.35,84.46,75.87,67.28
97.2,97.76,98.31,99.1,99.9,98.2,96.5
65.04,68.06,71.09,73.54,75.99,76.01,76.03
6.34,5.28,4.23,3.94,3.66,3.1,2.55
94.62,95.34,96.05,96.29,96.53,96.26,95.99
43.33,45.58,47.82,44.86,41.9,39.22,36.54
79.72,78.82,77.91,75.5,73.1,69.03,64.96
4.33,4.28,4.23,4.52,4.81,5.11,5.41
94.62,87.26,79.91,86.2,92.49,95.24,97.99
37.47,38.2,38.94,37.3,35.66,34.35,33.04
88.83,90.24,91.66,90.61,89.56,88.86,88.16
37.47,39.61,41.74,44.822500000000005,47.905,50.9875,54.07
12.23,11.94,11.65,12.22,12.8,13.07,13.34
21.87,24.13,26.39,29.68,32.98,35.74,38.51
11.17,12.98,14.8,14.23,13.66,14.61,15.56
53.87,55.7,57.53,61.66,65.78,69.54,73.3
59.85,66.81,73.77,77.88,81.98,84.56,87.14
99.78,99.74,99.71,99.65,99.59,99.57,99.55
38.62,41.07,43.52,48.96,54.41,54.78,55.16
79.72,83.14,86.56,88.22,89.88,91.28,92.68
45.34,51.9,58.45,59.79,61.13,63.56,65.98
71.6,70.34,69.09,66.16,63.23,66.88,70.53
25.18,27.29,29.39,31.95,34.51,36.51,38.51
30.85,29.59,28.33,29.08,29.83,30.02,30.2
44.29,44.53,44.76,46.85,48.93,49.13,49.33
7.26,6.76,6.27,6.51,6.75,6.97,7.19
54.66,53.98,53.3,52.72,52.15,52.15,52.16
46.39,47.1,47.82,49.48,51.13,52.06,52.99
47.56,46.66,45.75,46.45,47.15,49.11,51.08
58.36,57.94,57.53,58.4,59.28,60.65,62.03
44.29,44.53,44.76,46.46,48.17,49.1,50.03
62.81,63.94,65.07,65.42,65.78,65.37,64.96
26.77,27.04,27.32,27.72,28.11,29.15,30.2
77.36,78.64,79.91,81.62,83.32,84.58,85.84
25.95,27.14,28.33,27.49,26.65,26.07,25.49
83.41,84.58,85.74,86.42,87.11,87.36,87.62
30.02,30.68,31.33,32.92,34.51,35.52,36.54
46.39,44.06,41.74,41.32,40.91,40.9,40.9
78.41,80.12,81.82,81.9,81.98,83.29,84.6
25.95,25.9,25.85,26.98,28.11,30.14,32.18
54.66,55.58,56.51,55.86,55.21,55.62,56.02
49.51,50.35,51.19,50.06,48.93,48.6,48.28
72.43,72.72,73.0,74.5,75.99,76.81,77.63
95.03,95.86,96.69,97.08,97.48,97.62,97.77
63.77,64.42,65.07,65.0,64.92,65.45,65.98
9.87,9.76,9.65,9.59,9.52,9.57,9.61
11.17,10.41,9.65,10.43,11.21,11.58,11.94
43.33,43.03,42.73,42.32,41.9,45.09,48.28
32.12,33.38,34.64,35.64,36.64,38.28,39.91
34.42,35.08,35.75,37.36,38.97,41.76,44.56
30.85,31.09,31.33,31.66,32.0,32.8,33.61
56.03,55.19,54.35,52.28,50.21,48.75,47.29
43.33,42.12,40.91,40.4,39.89,39.2,38.51
24.45,23.37,22.29,24.88,27.48,27.68,27.88
50.68,50.43,50.18,50.2,50.21,51.18,52.16
53.87,52.53,51.19,50.06,48.93,48.6,48.28
30.85,30.12,29.39,30.18,30.98,31.58,32.18
50.68,52.96,55.24,56.21,57.18,59.14,61.11
11.17,11.14,11.11,11.51,11.91,11.92,11.94
38.62,38.78,38.94,38.29,37.63,38.07,38.51
20.73,21.18,21.62,22.6,23.59,24.91,26.23
61.0,61.72,62.43,65.47,68.51,69.52,70.53
21.87,23.86,25.85,28.42,30.98,32.72,34.47
19.01,18.24,17.48,18.61,19.74,20.82,21.9
27.67,27.5,27.32,28.12,28.91,30.04,31.16
21.87,22.49,23.11,24.06,25.02,25.26,25.49
26.77,26.31,25.85,24.72,23.59,22.36,21.13
30.02,30.18,30.34,31.17,32.0,33.24,34.47
32.12,33.38,34.64,36.8,38.97,40.51,42.04
36.39,34.92,33.46,33.57,33.68,33.36,33.04
58.36,59.94,61.51,66.3,71.09,73.26,75.43
65.62,67.86,70.11,69.31,68.51,69.86,71.2
51.74,50.42,49.09,50.62,52.15,52.57,52.99
51.74,52.06,52.37,53.39,54.41,54.78,55.16
28.72,28.52,28.33,29.08,29.83,30.02,30.2
42.22,42.87,43.52,46.22,48.93,49.48,50.03
53.87,55.19,56.51,58.82,61.13,61.93,62.73
9.39,9.52,9.65,10.43,11.21,12.28,13.34
46.39,48.79,51.19,53.2,55.21,57.08,58.94
70.33,72.05,73.77,74.61,75.45,76.85,78.26
47.56,48.32,49.09,50.62,52.15,53.65,55.16
39.64,40.69,41.74,43.95,46.16,47.74,49.33
36.39,34.32,32.25,32.62,32.98,32.58,32.18
32.12,31.72,31.33,32.92,34.51,38.28,42.04
59.06,59.25,59.44,61.86,64.28,65.78,67.28
37.47,37.16,36.84,34.91,32.98,31.14,29.31
56.03,58.77,61.51,60.73,59.95,61.34,62.73
88.48,89.53,90.58,91.85,93.12,93.78,94.43
36.39,37.14,37.89,39.4,40.91,44.1,47.29
87.71,88.06,88.41,88.68,88.95,89.54,90.13
73.26,75.59,77.91,77.28,76.66,76.94,77.21
81.41,82.98,84.56,85.2,85.83,85.52,85.2
70.33,71.22,72.11,74.05,75.99,78.54,81.09
54.66,58.08,61.51,65.01,68.51,72.51,76.51
94.4,95.66,96.91,97.47,98.03,98.15,98.28
56.03,56.78,57.53,58.4,59.28,60.2,61.11
57.12,58.28,59.44,60.28,61.13,61.58,62.03
11.72,11.42,11.11,10.32,9.52,8.9,8.27
52.82,53.06,53.3,55.74,58.17,60.1,62.03
26.77,30.7,34.64,37.26,39.89,38.21,36.54
82.59,83.83,85.07,86.63,88.19,88.67,89.15
65.04,67.06,69.09,69.72,70.36,71.83,73.3
37.47,37.68,37.89,38.89,39.89,39.2,38.51
85.8,88.38,90.96,89.27,87.58,87.49,87.4
95.29,95.99,96.69,96.96,97.23,97.06,96.88
84.34,85.18,86.02,86.8,87.58,88.13,88.67
96.82,97.36,97.9,97.96,98.03,98.01,97.99
47.56,47.69,47.82,48.0,48.17,47.32,46.47
50.68,52.96,55.24,58.18,61.13,61.12,61.11
46.39,47.1,47.82,48.38,48.93,51.5,54.07
4.33,4.54,4.74,4.41,4.08,4.19,4.3
21.87,24.13,26.39,25.7,25.02,25.62,26.23
53.87,58.6,63.32,66.41,69.5,71.06,72.63
41.74,42.63,43.52,43.87,44.22,43.13,42.04
63.77,64.42,65.07,65.93,66.79,67.04,67.28
33.17,33.9,34.64,38.27,41.9,44.18,46.47
5.19,5.28,5.38,6.06,6.75,7.29,7.83
42.22,44.53,46.83,50.18,53.52,55.85,58.18
21.87,22.08,22.29,22.51,22.73,22.79,22.85
25.95,27.14,28.33,29.08,29.83,30.02,30.2
26.77,26.58,26.39,26.06,25.72,24.86,24.0
49.51,50.35,51.19,55.57,59.95,62.45,64.96
82.59,84.04,85.48,86.3,87.11,85.85,84.6
25.95,27.67,29.39,30.18,30.98,31.07,31.16
21.36,21.49,21.62,22.18,22.73,24.11,25.49
17.7,17.59,17.48,17.67,17.86,17.78,17.7
58.36,60.4,62.43,63.36,64.28,66.22,68.17
6.34,6.02,5.7,5.68,5.67,5.94,6.21
89.68,90.02,90.35,89.84,89.33,88.74,88.16
93.35,93.16,92.96,92.64,92.33,91.78,91.22
52.82,53.06,53.3,55.24,57.18,59.96,62.73
0.89,0.92,0.96,1.08,1.21,1.25,1.3
63.77,54.27,44.76,38.87,32.98,45.58,58.18
22.76,22.94,23.11,22.92,22.73,22.79,22.85
47.56,49.96,52.37,55.27,58.17,59.08,59.99
9.11,9.38,9.65,9.4,9.14,8.88,8.63
80.17,82.96,85.74,81.64,77.55,80.52,83.48
27.67,27.5,27.32,27.4,27.48,26.85,26.23
54.66,55.58,56.51,58.23,59.95,59.06,58.18
30.02,31.14,32.25,34.94,37.63,37.47,37.3
61.8,61.14,60.49,62.39,64.28,64.62,64.96
96.18,96.44,96.69,96.88,97.07,96.54,96.02
72.43,73.56,74.69,75.34,75.99,77.12,78.26
76.44,77.94,79.43,80.18,80.93,81.6,82.27
2.96,2.9,2.83,2.82,2.8,2.82,2.83
88.48,88.7,88.92,88.94,88.95,89.05,89.15
57.12,59.32,61.51,61.32,61.13,63.04,64.96
92.65,91.8,90.96,89.75,88.54,87.56,86.57
36.39,38.19,39.99,40.94,41.9,43.23,44.56
33.17,33.32,33.46,34.56,35.66,36.48,37.3
86.06,87.24,88.41,89.15,89.88,90.68,91.47
1.34,1.28,1.21,1.0,0.8,0.78,0.76
5.19,5.44,5.7,7.61,9.52,10.94,12.35
93.6,94.44,95.29,96.18,97.07,97.08,97.1
28.72,28.52,28.33,29.08,29.83,30.02,30.2
46.39,47.1,47.82,46.02,44.22,41.36,38.51
92.14,92.55,92.96,93.96,94.97,94.9,94.84
47.56,48.87,50.18,51.85,53.52,55.37,57.22
5.89,6.32,6.75,7.28,7.8,8.04,8.27
97.07,97.28,97.48,97.84,98.19,98.09,97.99
36.39,37.14,37.89,37.76,37.63,37.47,37.3
35.59,36.74,37.89,38.43,38.97,38.14,37.3
12.8,13.37,13.94,15.04,16.14,16.92,17.7
58.36,59.42,60.49,61.86,63.23,63.71,64.19
39.64,39.82,39.99,38.32,36.64,36.2,35.77
69.02,70.06,71.09,72.45,73.8,73.55,73.3
34.42,36.68,38.94,39.42,39.89,39.9,39.91
30.85,33.3,35.75,36.69,37.63,38.07,38.51
51.74,52.06,52.37,52.94,53.52,51.77,50.03
61.8,63.85,65.9,66.35,66.79,66.39,65.98
62.81,64.36,65.9,65.84,65.78,64.98,64.19
61.8,63.43,65.07,63.1,61.13,56.64,52.16
97.96,97.84,97.71,97.74,97.77,97.56,97.36
46.39,61.16,75.93,77.11,78.29,79.24,80.2
5.54,5.9,6.27,6.34,6.4,6.3,6.21
37.47,38.73,39.99,41.6,43.2,43.2,43.19
2.71,2.77,2.83,3.07,3.31,3.39,3.47
80.74,82.65,84.56,86.38,88.19,89.16,90.13
78.41,80.4,82.39,83.89,85.39,86.5,87.62
19.01,19.61,20.22,21.48,22.73,23.1,23.46
22.76,22.52,22.29,24.0,25.72,25.98,26.23
71.6,72.68,73.77,73.13,72.49,72.9,73.3
40.78,40.84,40.91,39.94,38.97,41.08,43.19
58.36,58.9,59.44,59.7,59.95,59.06,58.18
88.83,89.13,89.43,90.45,91.47,91.2,90.93
95.96,91.26,86.56,87.07,87.58,89.26,90.93
78.41,78.16,77.91,77.73,77.55,78.48,79.41
14.65,12.51,10.38,10.58,10.79,11.86,12.92
61.0,55.04,49.09,38.6,28.11,49.32,70.53
84.81,83.82,82.84,83.29,83.73,83.89,84.05
82.59,78.64,74.69,72.1,69.5,71.06,72.63
63.77,58.54,53.3,38.75,24.2,41.57,58.94
24.45,23.04,21.62,22.18,22.73,23.7,24.67
4.68,4.57,4.46,4.35,4.23,4.39,4.55
96.82,96.44,96.05,95.8,95.54,95.1,94.65
87.93,86.24,84.56,80.61,76.66,71.97,67.28
96.66,93.81,90.96,93.16,95.35,91.85,88.35
48.55,44.73,40.91,35.37,29.83,31.44,33.04
92.14,86.58,81.03,83.72,86.41,86.78,87.14
97.45,97.34,97.23,97.77,98.31,97.65,96.98
90.04,88.2,86.37,84.84,83.32,81.97,80.62
77.36,64.27,51.19,65.61,80.04,80.82,81.6
7.26,6.76,6.27,6.14,6.02,6.24,6.46
97.96,97.6,97.23,97.5,97.77,97.01,96.24
99.3,99.02,98.73,98.15,97.58,98.09,98.6
94.24,95.26,96.28,92.62,88.95,89.19,89.43
87.42,83.98,80.55,72.74,64.92,71.06,77.21
95.03,93.88,92.74,91.69,90.64,90.93,91.22
98.6,98.41,98.22,98.32,98.41,97.54,96.66
80.74,74.91,69.09,68.48,67.88,66.93,65.98
99.59,99.5,99.4,99.19,98.98,98.68,98.38
7.8,4.65,1.5,1.3,1.11,0.78,0.45
86.98,85.77,84.56,84.15,83.73,83.89,84.05
51.74,49.78,47.82,46.54,45.27,49.67,54.07
32.12,29.26,26.39,25.7,25.02,25.26,25.49
12.23,8.8,5.38,4.58,3.79,3.58,3.37
98.57,98.17,97.77,97.12,96.47,95.56,94.65
85.29,85.93,86.56,87.76,88.95,88.65,88.35
83.86,83.84,83.83,82.6,81.38,82.04,82.69
94.3,91.45,88.6,87.7,86.79,86.44,86.09
69.02,64.23,59.44,58.8,58.17,59.08,59.99
82.59,81.81,81.03,78.84,76.66,73.34,70.02
69.02,55.38,41.74,44.96,48.17,48.75,49.33
37.47,35.47,33.46,35.05,36.64,38.28,39.91
4.33,3.83,3.34,3.32,3.31,3.64,3.98
76.44,75.56,74.69,77.08,79.47,80.54,81.6
97.96,96.22,94.49,95.7,96.91,97.72,98.54
0.73,0.64,0.54,0.44,0.35,0.4,0.45
83.41,86.88,90.35,93.24,96.12,94.66,93.19
27.67,20.25,12.83,11.18,9.52,8.67,7.83
83.86,86.39,88.92,88.25,87.58,81.51,75.43
57.12,55.21,53.3,52.72,52.15,52.15,52.16
90.93,91.84,92.74,89.92,87.11,87.36,87.62
71.06,67.72,64.37,61.27,58.17,57.7,57.22
83.41,81.42,79.43,76.26,73.1,72.15,71.2
12.8,10.3,7.8,7.1,6.4,6.3,6.21
98.92,98.76,98.6,97.07,95.54,94.56,93.57
9.87,6.06,2.26,1.76,1.27,1.08,0.89
41.74,41.32,40.91,39.27,37.63,38.77,39.91
37.47,36.61,35.75,35.7,35.66,36.48,37.3
50.68,50.43,50.18,49.18,48.17,47.73,47.29
49.51,49.84,50.18,50.2,50.21,51.6,52.99
6.34,6.55,6.75,6.75,6.75,6.97,7.19
46.39,46.07,45.75,44.47,43.2,43.88,44.56
66.6,66.25,65.9,66.35,66.79,67.48,68.17
39.64,42.2,44.76,43.98,43.2,44.84,46.47
14.17,14.48,14.8,14.92,15.03,15.29,15.56
66.6,67.38,68.16,69.26,70.36,71.18,71.99
40.78,41.76,42.73,44.94,47.15,46.25,45.35
54.66,54.95,55.24,55.79,56.35,55.76,55.16
17.03,18.34,19.64,21.18,22.73,24.11,25.49
27.67,28.0,28.33,29.08,29.83,30.02,30.2
59.85,59.64,59.44,60.89,62.34,62.9,63.46
53.87,53.58,53.3,53.86,54.41,54.24,54.07
71.6,71.34,71.09,70.3,69.5,68.39,67.28
44.29,43.02,41.74,41.82,41.9,42.54,43.19
62.81,62.16,61.51,59.84,58.17,57.1,56.02
45.34,45.05,44.76,45.02,45.27,46.28,47.29
5.54,6.32,7.1,8.12,9.14,9.72,10.31
69.02,70.56,72.11,73.33,74.56,74.66,74.76
19.8,21.04,22.29,22.19,22.09,22.0,21.9
42.22,41.98,41.74,40.35,38.97,37.37,35.77
5.19,4.96,4.74,4.61,4.49,4.52,4.55
37.47,38.2,38.94,37.3,35.66,38.28,40.9
49.51,49.3,49.09,49.01,48.93,48.6,48.28
53.87,55.7,57.53,58.74,59.95,61.71,63.46
30.85,31.09,31.33,31.66,32.0,32.09,32.18
54.66,53.52,52.37,54.36,56.35,55.76,55.16
22.76,21.86,20.95,20.06,19.17,19.04,18.91
37.47,36.06,34.64,32.81,30.98,32.01,33.04
25.95,25.58,25.21,23.97,22.73,23.1,23.46
75.71,75.82,75.93,73.78,71.63,72.92,74.22
50.68,51.99,53.3,49.28,45.27,45.87,46.47
46.39,47.1,47.82,46.54,45.27,44.92,44.56
47.56,49.38,51.19,51.67,52.15,51.09,50.03
11.72,11.42,11.11,10.73,10.35,10.33,10.31
28.72,29.53,30.34,31.17,32.0,32.52,33.04
35.59,34.52,33.46,33.22,32.98,32.58,32.18
74.21,72.65,71.09,72.1,73.1,73.2,73.3
40.78,40.38,39.99,40.45,40.91,40.9,40.9
56.03,56.27,56.51,57.34,58.17,59.64,61.11
50.68,50.93,51.19,51.16,51.13,49.21,47.29
26.77,27.04,27.32,27.4,27.48,26.85,26.23
42.22,41.98,41.74,40.35,38.97,40.51,42.04
38.62,39.3,39.99,40.94,41.9,43.62,45.35
23.75,23.88,24.01,24.1,24.2,24.44,24.67
19.01,19.61,20.22,20.36,20.5,19.71,18.91
69.02,68.27,67.53,68.02,68.51,68.82,69.13
35.59,36.21,36.84,38.36,39.89,38.6,37.3
27.67,29.96,32.25,33.96,35.66,37.79,39.91
50.68,52.52,54.35,56.81,59.28,58.73,58.18
45.34,44.43,43.52,41.24,38.97,38.14,37.3
48.55,48.82,49.09,49.01,48.93,48.6,48.28
83.86,84.94,86.02,85.4,84.78,85.18,85.58
44.29,43.51,42.73,42.32,41.9,40.9,39.91
67.65,68.37,69.09,68.48,67.88,71.32,74.76
30.02,31.14,32.25,31.04,29.83,32.8,35.77
44.29,43.51,42.73,41.31,39.89,38.21,36.54
91.37,90.75,90.13,91.96,93.79,94.0,94.21
82.33,84.18,86.02,87.1,88.19,88.98,89.78
44.29,44.53,44.76,45.96,47.15,47.72,48.28
25.18,25.79,26.39,27.25,28.11,29.15,30.2
22.76,22.94,23.11,22.6,22.09,21.28,20.46
38.62,38.78,38.94,41.07,43.2,39.87,36.54
22.76,22.94,23.11,23.65,24.2,25.66,27.12
47.56,48.32,49.09,50.11,51.13,51.64,52.16
34.42,33.34,32.25,32.97,33.68,34.08,34.47
58.36,57.94,57.53,57.85,58.17,57.1,56.02
26.77,27.55,28.33,27.49,26.65,27.26,27.88
45.34,46.58,47.82,47.48,47.15,47.72,48.28
44.29,43.51,42.73,42.32,41.9,42.54,43.19
38.62,38.78,38.94,38.96,38.97,38.74,38.51
22.76,23.38,24.01,24.51,25.02,26.45,27.88
54.66,54.5,54.35,54.78,55.21,55.18,55.16
