2014 Mortality Data and Encoding,2015 Mortality Data and Encoding,2016 Mortality Data and Encoding,2017 Mortality Data and Encoding,2018 Mortality Data and Encoding,2019 Mortality Data and Encoding,2020 Mortality Data and Encoding,2014 Dispensing Data and Encoding,2015 Dispensing Data and Encoding,2016 Dispensing Data and Encoding,2017 Dispensing Data and Encoding,2018 Dispensing Data and Encoding,2019 Dispensing Data and Encoding,2020 Dispensing Data and Encoding,2014 SVI Aged 17 or Younger Data and Encoding,2015 SVI Aged 17 or Younger Data and Encoding,2016 SVI Aged 17 or Younger Data and Encoding,2017 SVI Aged 17 or Younger Data and Encoding,2018 SVI Aged 17 or Younger Data and Encoding,2019 SVI Aged 17 or Younger Data and Encoding,2020 SVI Aged 17 or Younger Data and Encoding,2014 SVI Aged 65 or Older Data and Encoding,2015 SVI Aged 65 or Older Data and Encoding,2016 SVI Aged 65 or Older Data and Encoding,2017 SVI Aged 65 or Older Data and Encoding,2018 SVI Aged 65 or Older Data and Encoding,2019 SVI Aged 65 or Older Data and Encoding,2020 SVI Aged 65 or Older Data and Encoding,2014 SVI Below Poverty Data and Encoding,2015 SVI Below Poverty Data and Encoding,2016 SVI Below Poverty Data and Encoding,2017 SVI Below Poverty Data and Encoding,2018 SVI Below Poverty Data and Encoding,2019 SVI Below Poverty Data and Encoding,2020 SVI Below Poverty Data and Encoding,2014 SVI Crowding Data and Encoding,2015 SVI Crowding Data and Encoding,2016 SVI Crowding Data and Encoding,2017 SVI Crowding Data and Encoding,2018 SVI Crowding Data and Encoding,2019 SVI Crowding Data and Encoding,2020 SVI Crowding Data and Encoding,2014 SVI Disability Data and Encoding,2015 SVI Disability Data and Encoding,2016 SVI Disability Data and Encoding,2017 SVI Disability Data and Encoding,2018 SVI Disability Data and Encoding,2019 SVI Disability Data and Encoding,2020 SVI Disability Data and Encoding,2014 SVI Group Quarters Data and Encoding,2015 SVI Group Quarters Data and Encoding,2016 SVI Group Quarters Data and Encoding,2017 SVI Group Quarters Data and Encoding,2018 SVI Group Quarters Data and Encoding,2019 SVI Group Quarters Data and Encoding,2020 SVI Group Quarters Data and Encoding,2014 SVI Limited English Ability Data and Encoding,2015 SVI Limited English Ability Data and Encoding,2016 SVI Limited English Ability Data and Encoding,2017 SVI Limited English Ability Data and Encoding,2018 SVI Limited English Ability Data and Encoding,2019 SVI Limited English Ability Data and Encoding,2020 SVI Limited English Ability Data and Encoding,2014 SVI Minority Status Data and Encoding,2015 SVI Minority Status Data and Encoding,2016 SVI Minority Status Data and Encoding,2017 SVI Minority Status Data and Encoding,2018 SVI Minority Status Data and Encoding,2019 SVI Minority Status Data and Encoding,2020 SVI Minority Status Data and Encoding,2014 SVI Mobile Homes Data and Encoding,2015 SVI Mobile Homes Data and Encoding,2016 SVI Mobile Homes Data and Encoding,2017 SVI Mobile Homes Data and Encoding,2018 SVI Mobile Homes Data and Encoding,2019 SVI Mobile Homes Data and Encoding,2020 SVI Mobile Homes Data and Encoding,2014 SVI Multi-Unit Structures Data and Encoding,2015 SVI Multi-Unit Structures Data and Encoding,2016 SVI Multi-Unit Structures Data and Encoding,2017 SVI Multi-Unit Structures Data and Encoding,2018 SVI Multi-Unit Structures Data and Encoding,2019 SVI Multi-Unit Structures Data and Encoding,2020 SVI Multi-Unit Structures Data and Encoding,2014 SVI No High School Diploma Data and Encoding,2015 SVI No High School Diploma Data and Encoding,2016 SVI No High School Diploma Data and Encoding,2017 SVI No High School Diploma Data and Encoding,2018 SVI No High School Diploma Data and Encoding,2019 SVI No High School Diploma Data and Encoding,2020 SVI No High School Diploma Data and Encoding,2014 SVI No Vehicle Data and Encoding,2015 SVI No Vehicle Data and Encoding,2016 SVI No Vehicle Data and Encoding,2017 SVI No Vehicle Data and Encoding,2018 SVI No Vehicle Data and Encoding,2019 SVI No Vehicle Data and Encoding,2020 SVI No Vehicle Data and Encoding,2014 SVI Single-Parent Household Data and Encoding,2015 SVI Single-Parent Household Data and Encoding,2016 SVI Single-Parent Household Data and Encoding,2017 SVI Single-Parent Household Data and Encoding,2018 SVI Single-Parent Household Data and Encoding,2019 SVI Single-Parent Household Data and Encoding,2020 SVI Single-Parent Household Data and Encoding,2014 SVI Unemployed Data and Encoding,2015 SVI Unemployed Data and Encoding,2016 SVI Unemployed Data and Encoding,2017 SVI Unemployed Data and Encoding,2018 SVI Unemployed Data and Encoding,2019 SVI Unemployed Data and Encoding,2020 SVI Unemployed Data and Encoding
15.7,14.2,19.3,35.1,24.1,23.5,31.3,113.1,101.1,93.5,82.7,72.0,51.8,52.1,75.8,74.14,72.49,72.55,72.62,73.48,74.35,30.02,28.2,26.39,26.06,25.72,24.86,24.0,28.33,29.18,30.02,33.86,37.71,34.21,30.71,55.62,62.55,69.47,70.98,72.49,64.53,56.56,23.72,23.58,23.43,21.32,19.2,27.55,35.9,26.01,24.78,23.56,21.03,18.5,20.74,22.98,73.99,75.01,76.03,74.65,73.26,68.69,64.13,48.52,49.88,51.23,52.06,52.88,53.42,53.95,33.21,33.08,32.95,34.1,35.24,33.31,31.38,78.96,79.52,80.07,80.16,80.26,80.85,81.44,27.22,27.48,27.73,27.58,27.44,33.98,40.52,34.8,30.55,26.3,27.38,28.46,33.9,39.34,56.32,55.48,54.63,58.48,62.34,61.71,61.08,20.25,23.72,27.19,32.78,38.38,38.75,39.12
14.8,14.2,16.1,16.2,15.5,16.0,21.4,25.1,21.1,20.8,20.9,16.8,8.9,7.8,80.36,82.27,84.18,83.46,82.74,83.65,84.56,44.29,42.14,39.99,39.94,39.89,38.6,37.3,32.35,31.98,31.61,45.25,58.89,66.73,74.57,37.85,40.78,43.71,44.14,44.57,59.27,73.97,71.76,69.88,68.0,69.62,71.25,72.54,73.84,30.79,31.78,32.76,31.47,30.18,30.87,31.57,56.73,53.22,49.7,39.7,29.7,33.39,37.08,27.06,26.76,26.46,25.6,24.74,24.28,23.81,18.15,17.53,16.91,17.21,17.51,15.32,13.14,37.89,28.05,18.21,23.1,27.98,29.46,30.94,34.64,33.54,32.44,35.56,38.68,41.82,44.97,23.62,16.17,8.72,8.62,8.53,17.14,25.75,45.3,50.52,55.75,66.73,77.71,82.01,86.31,22.03,21.3,20.57,24.01,27.45,22.97,18.49
24.0,32.0,37.4,35.9,32.9,27.4,47.9,101.0,89.6,83.3,72.9,69.2,28.6,25.4,44.22,41.72,39.22,37.14,35.05,41.56,48.06,74.21,73.99,73.77,73.78,73.8,72.9,71.99,49.25,37.78,26.3,30.64,34.97,55.2,75.43,16.75,24.47,32.19,42.0,51.8,35.88,19.96,88.98,87.04,85.1,84.6,84.11,86.15,88.19,28.69,28.75,28.81,27.32,25.82,24.4,22.98,27.44,32.99,38.55,22.81,7.07,7.83,8.59,7.86,8.44,9.01,8.23,7.45,7.24,7.03,40.75,40.65,40.56,34.98,29.39,26.68,23.97,51.58,52.71,53.84,45.54,37.25,47.88,58.5,49.44,50.36,51.29,45.32,39.35,35.67,31.99,52.98,66.84,80.71,71.35,61.99,77.75,93.51,86.15,73.86,61.57,59.66,57.75,48.4,39.05,77.3,73.33,69.37,67.41,65.45,68.48,71.51
12.5,16.8,25.4,18.6,20.7,24.6,29.9,79.2,73.0,66.7,58.3,51.7,45.7,39.9,91.63,91.66,91.69,91.6,91.5,91.23,90.96,14.17,13.26,12.35,10.52,8.69,8.48,8.27,3.25,2.8,2.36,2.09,1.82,1.98,2.13,37.82,35.7,33.59,29.82,26.04,17.4,8.75,3.09,5.7,8.31,7.11,5.92,5.11,4.3,13.69,15.24,16.78,16.02,15.25,15.47,15.69,31.3,40.08,48.87,50.0,51.13,53.12,55.12,28.3,28.84,29.39,30.17,30.95,31.74,32.53,16.84,16.44,16.05,15.24,14.42,14.64,14.86,77.81,77.2,76.6,79.57,82.55,81.77,81.0,4.68,6.8,8.91,8.94,8.98,7.78,6.59,19.33,19.86,20.38,20.76,21.14,16.26,11.39,26.97,26.97,26.97,32.44,37.92,43.53,49.14,14.23,11.67,9.11,8.44,7.77,13.91,20.05
15.8,21.2,19.1,21.5,21.7,18.0,28.9,42.4,39.9,39.7,33.4,29.6,17.4,17.2,16.3,17.1,17.89,13.92,9.96,9.45,8.94,77.97,79.68,81.38,84.08,86.79,86.96,87.14,36.68,33.67,30.66,22.82,14.97,16.63,18.3,16.08,29.91,43.74,45.96,48.17,67.64,87.11,18.31,19.28,20.25,23.37,26.49,32.42,38.35,12.03,13.16,14.29,12.97,11.65,12.12,12.6,17.03,19.69,22.35,26.02,29.7,30.43,31.16,8.82,8.69,8.56,8.32,8.09,7.56,7.03,36.9,36.28,35.66,35.68,35.69,33.98,32.27,11.49,18.53,25.57,39.45,53.33,52.98,52.64,41.1,37.01,32.92,28.96,24.99,19.37,13.75,3.88,5.04,6.21,5.32,4.43,3.87,3.31,50.05,44.89,39.73,29.54,19.36,30.35,41.34,47.06,40.02,32.98,34.66,36.34,35.86,35.39
11.5,13.9,14.7,15.6,18.6,15.4,22.2,34.9,32.9,30.6,23.5,19.2,5.0,7.0,66.51,63.69,60.87,57.69,54.5,52.65,50.8,54.66,54.95,55.24,56.21,57.18,57.2,57.22,13.47,16.34,19.2,19.65,20.1,19.66,19.22,53.8,51.7,49.6,43.32,37.03,38.63,40.23,39.83,45.45,51.07,51.04,51.0,47.6,44.21,6.11,6.06,6.02,5.72,5.41,5.67,5.92,66.92,61.84,56.77,49.32,41.87,33.02,24.16,19.99,19.88,19.77,18.9,18.02,17.9,17.79,38.65,36.92,35.18,33.1,31.01,29.8,28.58,27.16,22.99,18.82,22.31,25.79,28.36,30.94,42.5,43.58,44.67,42.78,40.88,48.24,55.6,22.03,28.38,34.73,30.85,26.97,24.14,21.32,10.54,14.42,18.31,16.59,14.87,22.68,30.49,55.21,53.18,51.16,39.3,27.45,19.32,11.2
9.0,10.8,10.8,12.0,14.8,13.1,19.2,77.5,76.0,69.9,61.8,56.5,21.1,18.8,76.82,73.64,70.46,67.26,64.06,63.82,63.59,40.78,39.86,38.94,39.42,39.89,38.21,36.54,55.65,51.0,46.35,47.48,48.6,56.1,63.59,77.78,75.96,74.15,59.36,44.57,42.4,40.23,37.89,41.58,45.27,46.21,47.15,44.92,42.68,66.09,65.6,65.11,66.65,68.19,69.17,70.15,91.18,91.36,91.53,91.52,91.5,89.26,87.01,54.7,55.16,55.62,55.7,55.78,56.09,56.4,23.3,22.22,21.14,22.11,23.08,23.8,24.51,49.38,45.26,41.13,45.3,49.47,44.48,39.5,69.12,69.98,70.84,70.06,69.28,69.86,70.43,67.53,71.14,74.75,71.52,68.29,60.26,52.23,64.76,58.38,51.99,62.58,73.16,72.39,71.61,65.46,63.12,60.78,59.66,58.54,48.83,39.12
23.7,23.8,35.0,33.6,39.9,33.7,50.8,130.4,115.9,104.8,92.0,84.5,74.4,80.3,56.77,57.04,57.31,57.23,57.15,56.18,55.22,20.73,20.84,20.95,21.04,21.14,20.8,20.46,21.43,17.86,14.29,16.42,18.54,22.89,27.24,35.66,27.51,19.36,17.43,15.5,25.75,36.0,44.73,47.39,50.05,41.02,32.0,30.37,28.74,32.16,35.31,38.46,36.52,34.57,33.07,31.57,55.17,52.8,50.43,50.78,51.13,54.88,58.63,50.4,50.48,50.56,50.62,50.68,50.92,51.15,26.07,25.06,24.04,23.75,23.46,25.22,26.99,83.48,83.72,83.95,84.12,84.3,82.87,81.44,46.29,45.84,45.4,43.14,40.88,40.0,39.12,42.38,47.88,53.39,47.82,42.25,37.35,32.46,52.72,45.19,37.66,42.39,47.12,49.18,51.24,47.06,44.0,40.94,42.92,44.9,39.06,33.23
12.5,14.2,17.5,17.6,17.9,17.4,17.6,112.8,104.0,94.8,85.4,71.9,21.8,20.6,60.08,61.5,62.91,61.7,60.49,62.69,64.89,44.29,42.6,40.91,41.4,41.9,43.62,45.35,47.28,51.96,56.64,50.47,44.3,39.26,34.21,30.4,42.02,53.65,50.91,48.17,52.36,56.56,68.26,70.1,71.95,71.6,71.25,74.13,77.02,27.83,32.82,37.82,41.15,44.48,49.56,54.65,10.73,19.45,28.18,32.0,35.82,36.45,37.08,5.51,5.38,5.25,5.11,4.97,5.43,5.89,50.97,45.1,39.22,40.4,41.58,44.78,47.99,42.53,46.22,49.92,45.82,41.71,39.84,37.97,47.53,39.99,32.44,27.38,22.32,28.42,34.53,45.88,47.32,48.77,35.62,22.48,22.56,22.63,37.57,45.92,54.28,60.65,67.02,74.09,81.16,58.8,51.24,43.68,45.3,46.91,45.38,43.86
17.0,16.5,18.2,22.1,24.4,23.8,31.8,98.0,79.5,70.0,65.1,51.0,20.7,14.3,87.11,87.98,88.86,89.09,89.33,89.94,90.55,34.42,33.94,33.46,31.18,28.91,27.57,26.23,29.83,30.24,30.66,32.48,34.3,38.84,43.38,70.96,61.17,51.38,53.18,54.98,54.21,53.44,37.03,32.75,28.46,32.38,36.29,30.76,25.24,49.51,49.84,50.18,48.73,47.28,45.95,44.62,87.87,87.42,86.98,87.36,87.74,88.22,88.7,51.13,51.54,51.96,52.15,52.34,52.22,52.1,13.69,15.3,16.91,17.21,17.51,17.36,17.22,68.58,68.68,68.77,69.71,70.65,67.84,65.02,53.07,54.55,56.03,57.62,59.22,60.76,62.29,27.98,33.06,38.14,45.54,52.94,55.53,58.12,55.62,56.12,56.61,54.48,52.34,49.74,47.14,49.38,43.65,37.92,38.15,38.38,31.07,23.77
15.5,15.9,22.5,21.4,20.5,22.3,32.7,62.3,53.6,51.8,47.5,40.1,10.4,10.2,62.56,56.06,49.57,48.57,47.56,49.88,52.2,44.29,47.24,50.18,54.18,58.17,59.08,59.99,60.39,66.66,72.94,63.82,54.71,67.28,79.85,13.05,18.46,23.88,42.18,60.49,58.53,56.56,86.44,84.84,83.25,82.87,82.49,76.75,71.01,15.5,15.28,15.06,13.36,11.65,13.67,15.69,11.37,12.35,13.34,14.06,14.77,11.68,8.59,6.78,6.28,5.79,5.38,4.97,5.01,5.06,78.1,80.01,81.92,82.57,83.22,85.62,88.03,31.26,30.27,29.29,24.44,19.58,17.72,15.85,68.61,69.98,71.35,74.13,76.92,78.6,80.27,32.73,32.02,31.3,29.88,28.46,29.51,30.55,67.81,70.96,74.12,52.68,31.23,21.26,11.3,43.52,42.96,42.41,32.88,23.34,18.66,13.97
8.8,9.0,12.3,13.7,12.6,11.6,13.5,101.5,88.2,80.8,73.7,65.1,38.4,32.8,95.35,95.78,96.21,96.35,96.5,96.66,96.82,26.77,24.94,23.11,22.12,21.14,20.02,18.91,28.33,32.18,36.04,35.88,35.73,43.56,51.4,54.66,59.44,64.22,73.1,81.98,88.3,94.62,30.82,32.1,33.37,35.5,37.63,37.99,38.35,41.13,42.63,44.13,42.7,41.26,42.94,44.62,54.89,53.95,53.01,60.1,67.18,69.97,72.76,26.33,26.7,27.06,27.38,27.7,30.83,33.96,41.39,38.52,35.66,34.03,32.41,35.92,39.43,57.72,63.2,68.67,68.05,67.43,64.46,61.49,84.75,89.66,94.56,95.67,96.78,96.26,95.74,93.09,95.35,97.61,98.14,98.66,98.55,98.44,19.77,28.88,37.98,40.64,43.3,39.07,34.85,17.77,24.68,31.58,28.84,26.11,24.04,21.96
26.1,29.3,31.3,32.4,25.9,31.1,36.3,101.2,93.4,88.8,83.0,77.9,87.4,73.7,68.45,64.12,59.79,57.78,55.78,55.5,55.22,25.95,26.64,27.32,30.5,33.68,34.72,35.77,9.96,10.69,11.43,15.76,20.1,15.61,11.11,23.56,28.84,34.13,30.08,26.04,20.06,14.07,20.89,19.01,17.13,17.76,18.4,24.68,30.97,23.53,23.75,23.97,22.9,21.84,20.48,19.13,10.41,11.02,11.62,9.35,7.07,11.55,16.04,6.34,6.32,6.3,5.64,4.97,4.2,3.44,15.7,13.28,10.86,12.91,14.96,15.22,15.47,62.88,68.04,73.19,72.57,71.95,70.68,69.41,27.86,26.7,25.53,27.59,29.64,34.04,38.45,24.99,18.8,12.61,18.4,24.2,24.98,25.75,46.26,51.16,56.06,55.09,54.12,56.61,59.1,47.06,50.66,54.25,47.03,39.81,29.93,20.05
17.4,18.7,21.6,27.3,20.0,24.7,36.3,96.6,86.6,72.9,60.6,52.0,39.2,42.8,80.55,80.8,81.06,79.8,78.54,77.08,75.62,33.17,33.32,33.46,31.18,28.91,28.8,28.68,35.31,34.24,33.17,34.45,35.73,27.48,19.22,50.3,49.78,49.25,34.06,18.88,15.0,11.11,31.65,33.88,36.1,36.86,37.63,28.54,19.45,27.16,29.66,32.16,31.17,30.18,32.67,35.17,17.83,25.67,33.52,28.11,22.7,15.65,8.59,14.52,13.78,13.05,13.15,13.24,12.26,11.27,28.14,29.26,30.37,28.8,27.22,24.76,22.31,64.12,59.7,55.27,59.63,63.99,68.42,72.85,33.81,35.29,36.77,32.1,27.44,27.63,27.82,19.33,17.26,15.19,24.5,33.81,30.67,27.53,82.3,86.72,91.15,79.09,67.02,36.8,6.59,56.45,42.41,28.37,29.79,31.21,30.93,30.65
10.8,14.7,13.4,14.8,15.0,19.8,26.1,81.0,78.3,69.1,57.7,50.1,19.9,19.1,83.16,82.73,82.3,80.78,79.27,78.48,77.69,25.18,24.93,24.67,24.84,25.02,24.51,24.0,31.68,31.64,31.61,27.65,23.69,20.26,16.84,22.64,21.89,21.14,16.68,12.23,16.1,19.96,63.67,56.86,50.05,43.17,36.29,29.64,22.98,20.85,21.01,21.17,19.84,18.5,17.1,15.69,29.45,28.58,27.7,25.2,22.7,23.43,24.16,14.87,14.23,13.59,12.6,11.62,10.12,8.63,36.39,37.32,38.24,39.91,41.58,41.97,42.36,62.97,64.96,66.95,66.74,66.54,64.92,63.3,33.81,33.13,32.44,32.76,33.08,32.94,32.81,42.38,40.26,38.14,41.24,44.35,41.84,39.34,52.28,54.9,57.53,72.81,88.09,71.72,55.35,52.88,46.91,40.94,37.9,34.87,30.15,25.43
27.9,28.9,31.9,41.0,34.4,36.0,50.1,129.0,103.3,99.4,91.2,81.0,87.1,83.1,12.58,12.68,12.77,12.32,11.88,11.76,11.65,38.62,37.73,36.84,35.68,34.51,33.34,32.18,83.09,82.86,82.62,83.14,83.66,81.76,79.85,22.09,18.14,14.2,20.12,26.04,31.02,36.0,64.37,62.22,60.08,58.82,57.56,61.93,66.3,87.01,86.6,86.18,85.96,85.74,86.16,86.57,32.79,32.58,32.38,31.04,29.7,26.93,24.16,43.49,43.3,43.11,42.76,42.41,42.26,42.11,22.09,21.42,20.76,21.11,21.46,21.88,22.31,81.73,81.76,81.79,80.96,80.13,80.56,81.0,39.48,36.72,33.97,36.97,39.96,39.54,39.12,77.94,76.34,74.75,74.61,74.47,76.05,77.63,67.08,62.04,56.99,59.66,62.34,69.52,76.7,80.58,80.32,80.07,74.88,69.68,72.58,75.49
9.0,8.2,11.2,8.8,9.8,9.1,12.9,118.1,107.2,102.7,95.6,84.3,57.4,61.3,78.89,78.02,77.14,78.66,80.17,79.79,79.41,39.64,38.24,36.84,35.26,33.68,33.65,33.61,8.15,8.02,7.9,16.43,24.97,17.48,9.99,56.22,61.06,65.9,60.44,54.98,35.89,16.8,7.45,7.54,7.64,9.01,10.38,16.4,22.41,56.06,56.46,56.86,57.28,57.69,57.87,58.05,80.13,77.61,75.1,70.34,65.58,63.31,61.04,30.56,30.9,31.23,31.64,32.06,32.12,32.18,34.73,32.18,29.64,27.1,24.55,20.88,17.22,55.4,59.13,62.85,59.85,56.86,63.14,69.41,48.55,46.61,44.67,39.72,34.77,40.17,45.58,7.7,10.87,14.04,16.32,18.59,27.15,35.71,32.25,28.61,24.96,29.65,34.35,29.56,24.76,11.11,9.1,7.1,5.2,3.31,5.33,7.35
10.9,11.2,11.8,16.6,14.4,12.0,15.1,84.7,78.1,73.0,62.4,51.3,43.8,41.2,94.05,94.18,94.3,94.48,94.65,94.64,94.62,16.11,15.78,15.44,15.24,15.03,14.9,14.77,50.53,47.8,45.08,42.35,39.62,38.62,37.62,71.35,72.91,74.47,71.56,68.64,68.04,67.44,30.82,30.54,30.25,28.37,26.49,23.65,20.81,42.88,43.6,44.32,42.79,41.26,42.94,44.62,88.51,88.65,88.79,88.04,87.3,85.48,83.67,63.13,63.2,63.26,63.26,63.26,63.17,63.08,29.26,30.93,32.6,32.51,32.41,33.71,35.01,83.64,83.93,84.21,83.86,83.51,83.53,83.55,74.53,76.47,78.41,79.4,80.39,83.04,85.68,83.41,83.82,84.24,83.12,82.01,81.74,81.48,87.84,88.58,89.33,89.03,88.73,85.42,82.11,54.09,49.56,45.02,40.68,36.34,37.73,39.12
47.0,45.9,55.5,66.2,54.6,67.9,77.3,160.0,140.8,115.6,107.0,96.7,35.7,31.2,50.91,50.11,49.32,48.44,47.56,47.81,48.06,61.0,61.72,62.43,61.78,61.13,61.12,61.11,76.06,74.06,72.05,72.38,72.71,73.64,74.57,20.63,29.22,37.82,47.92,58.01,44.92,31.83,85.8,81.04,76.28,73.42,70.55,73.96,77.37,48.55,46.46,44.38,44.43,44.48,46.14,47.8,21.84,19.77,17.7,20.2,22.7,35.03,47.36,10.12,9.46,8.79,8.44,8.09,11.27,14.45,26.07,23.98,21.9,22.19,22.48,26.55,30.62,67.81,66.66,65.52,67.44,69.37,68.74,68.11,76.95,76.57,76.19,75.86,75.52,76.46,77.4,88.38,87.79,87.2,79.72,72.24,68.9,65.56,69.85,74.77,79.69,76.43,73.16,78.66,84.15,90.61,84.56,78.51,60.08,41.66,40.39,39.12
23.8,22.6,29.2,33.2,27.0,40.8,39.9,152.6,138.5,131.9,117.8,104.6,123.8,119.2,58.87,59.2,59.54,59.35,59.15,57.87,56.59,21.87,22.49,23.11,22.92,22.73,23.36,24.0,28.33,27.82,27.32,22.72,18.12,16.4,14.67,29.86,21.78,13.69,9.0,4.3,4.09,3.88,34.16,33.27,32.38,27.48,22.57,27.94,33.32,38.2,40.0,41.8,43.14,44.48,44.55,44.62,58.77,57.14,55.52,42.61,29.7,30.43,31.16,40.27,40.43,40.59,40.21,39.83,39.58,39.34,8.05,7.38,6.72,6.78,6.84,7.48,8.12,79.31,80.34,81.38,79.31,77.24,78.44,79.63,36.71,35.54,34.38,33.24,32.09,32.45,32.81,65.97,61.21,56.45,54.7,52.94,53.94,54.93,71.03,67.92,64.82,66.57,68.32,69.24,70.15,47.06,45.37,43.68,38.34,32.99,33.11,33.23
14.4,13.9,17.5,17.6,21.0,21.5,25.2,121.8,112.3,117.0,102.2,83.6,20.9,18.6,56.06,54.9,53.74,50.65,47.56,47.35,47.14,68.29,67.1,65.9,64.12,62.34,60.64,58.94,24.67,27.66,30.66,30.33,30.0,32.28,34.56,28.75,25.95,23.15,21.02,18.88,15.0,11.11,62.56,65.6,68.64,68.8,68.96,73.66,78.36,16.97,18.81,20.66,19.58,18.5,15.55,12.6,39.48,42.22,44.95,40.39,35.82,41.59,47.36,11.78,11.12,10.47,10.15,9.84,8.98,8.12,50.43,49.11,47.79,47.84,47.88,48.94,50.0,29.16,22.81,16.46,18.02,19.58,19.71,19.83,47.53,46.1,44.67,44.32,43.97,47.38,50.8,19.33,20.7,22.06,29.6,37.15,36.43,35.71,42.28,31.14,19.99,18.52,17.06,31.11,45.16,64.02,65.01,66.0,60.4,54.81,57.26,59.71
21.4,24.0,31.8,26.7,36.9,27.6,40.8,57.8,55.1,50.3,43.9,38.1,30.0,25.6,77.75,76.5,75.26,71.76,68.26,69.81,71.36,34.42,34.53,34.64,37.26,39.89,41.54,43.19,32.35,27.78,23.21,16.59,9.97,12.66,15.34,65.17,50.5,35.82,36.43,37.03,48.3,59.58,32.51,32.44,32.38,29.82,27.25,28.55,29.85,14.65,13.66,12.67,11.02,9.36,8.67,7.99,13.09,9.87,6.65,18.18,29.7,42.41,55.12,2.52,2.48,2.45,1.35,0.25,1.13,2.01,49.7,45.44,41.17,45.4,49.63,54.43,59.23,39.7,41.45,43.2,39.51,35.82,34.22,32.62,52.53,50.72,48.9,48.23,47.56,49.18,50.8,12.0,14.12,16.24,17.97,19.71,36.67,53.63,39.86,43.03,46.2,60.45,74.69,60.92,47.14,36.55,37.24,37.92,30.63,23.34,16.27,9.2
13.5,14.6,19.1,17.4,16.7,20.0,25.8,98.8,94.4,94.4,92.5,82.3,32.0,34.3,69.37,70.32,71.28,68.54,65.81,68.59,71.36,56.03,55.19,54.35,54.78,55.21,56.7,58.18,53.49,46.28,39.06,41.68,44.3,45.51,46.72,29.39,18.93,8.47,13.68,18.88,17.84,16.8,56.73,57.41,58.1,58.54,58.99,54.72,50.45,17.8,19.58,21.36,19.93,18.5,17.1,15.69,56.45,57.37,58.29,56.6,54.92,53.21,51.5,28.46,28.19,27.92,27.81,27.7,27.14,26.58,59.76,59.04,58.33,53.46,48.58,49.05,49.52,45.97,39.3,32.63,37.17,41.71,44.26,46.82,57.27,59.26,61.25,56.97,52.69,57.32,61.94,68.64,61.8,54.95,54.68,54.41,47.72,41.02,44.54,39.88,35.21,29.53,23.85,18.55,13.24,35.5,36.71,37.92,36.39,34.87,57.79,80.71
9.1,9.8,9.8,13.5,11.7,12.6,14.7,114.5,100.4,92.8,86.7,79.2,37.9,35.9,63.26,63.72,64.18,64.12,64.06,68.44,72.82,42.22,41.57,40.91,39.27,37.63,36.05,34.47,18.18,19.34,20.5,19.99,19.49,21.25,23.01,45.02,51.14,57.27,61.74,66.22,70.88,75.53,37.89,43.1,48.3,48.68,49.06,48.78,48.5,55.05,57.14,59.22,59.33,59.44,59.59,59.74,27.89,27.32,26.74,20.76,14.77,25.92,37.08,21.27,20.22,19.17,18.6,18.02,19.48,20.94,59.41,58.04,56.67,58.4,60.14,58.0,55.86,65.87,63.39,60.9,59.39,57.88,61.86,65.85,25.21,27.22,29.23,28.34,27.44,24.59,21.74,20.73,22.06,23.4,30.28,37.15,29.24,21.32,24.99,35.22,45.46,55.38,65.3,58.27,51.24,21.11,17.37,13.63,14.24,14.84,14.96,15.09
20.5,36.4,28.8,37.9,31.9,24.9,44.9,124.9,112.1,104.2,93.3,82.3,37.0,34.8,28.43,28.64,28.84,29.26,29.67,31.42,33.16,54.66,54.5,54.35,53.25,52.15,51.62,51.08,70.9,71.74,72.59,74.02,75.45,72.46,69.48,37.79,31.5,25.21,20.36,15.5,27.86,40.23,71.12,70.01,68.9,73.02,77.14,77.75,78.36,89.65,89.54,89.43,89.67,89.91,90.61,91.31,45.24,33.81,22.38,14.72,7.07,11.55,16.04,47.44,47.42,47.41,47.12,46.83,46.7,46.56,26.71,27.17,27.63,27.78,27.92,29.1,30.27,76.82,75.77,74.72,74.45,74.18,71.14,68.11,54.25,53.99,53.74,54.34,54.95,55.28,55.6,80.32,81.53,82.74,78.06,73.38,74.69,76.0,76.19,79.07,81.95,86.66,91.37,84.04,76.7,60.74,63.94,67.14,72.2,77.26,80.54,83.83
18.3,17.8,15.4,23.6,18.2,17.8,23.3,98.9,97.3,94.0,79.1,64.9,34.9,37.1,55.46,53.44,51.42,48.92,46.42,45.2,43.98,56.03,57.24,58.45,58.31,58.17,57.1,56.02,35.31,40.2,45.08,44.69,44.3,46.46,48.63,71.76,74.09,76.41,80.49,84.56,83.83,83.1,72.62,76.02,79.43,77.28,75.14,77.9,80.65,14.45,14.3,14.14,12.9,11.65,12.12,12.6,12.61,17.0,21.39,31.63,41.87,36.52,31.16,4.08,3.74,3.41,3.32,3.22,3.54,3.85,79.4,80.66,81.92,80.39,78.86,75.96,73.07,44.83,46.28,47.72,40.82,33.91,30.45,26.99,59.28,58.94,58.61,54.87,51.13,53.36,55.6,52.98,48.28,43.58,37.79,32.0,33.86,35.71,38.27,32.24,26.2,31.16,36.13,34.32,32.5,55.21,48.08,40.94,46.33,51.72,56.58,61.43
