2014 SVI Crowding Data and Encoding,2015 SVI Crowding Data and Encoding,2016 SVI Crowding Data and Encoding,2017 SVI Crowding Data and Encoding,2018 SVI Crowding Data and Encoding,2019 SVI Crowding Data and Encoding,2020 SVI Crowding Data and Encoding
13.4,11.9,10.41,6.35,2.29,3.9,5.51
85.0,82.23,79.47,54.56,29.64,16.35,3.06
42.98,23.06,3.15,5.48,7.8,24.01,40.23
27.57,54.14,80.71,41.5,2.29,1.14,0.0
4.93,3.66,2.39,2.8,3.22,13.5,23.77
63.16,71.72,80.29,75.47,70.65,57.14,43.63
91.6,90.9,90.19,89.46,88.73,89.21,89.69
39.29,40.44,41.58,53.9,66.22,65.53,64.83
85.64,84.44,83.25,82.62,81.98,76.1,70.21
91.12,90.68,90.23,90.58,90.93,51.02,11.11
16.94,9.25,1.56,11.8,22.03,56.6,91.18
87.23,85.96,84.69,86.28,87.87,90.15,92.43
77.46,81.71,85.96,88.76,91.56,54.18,16.8
17.06,9.49,1.91,0.96,0.0,15.92,31.83
77.33,73.74,70.14,72.24,74.34,66.96,59.58
95.16,95.58,95.99,94.18,92.36,74.46,56.56
46.45,54.6,62.75,71.82,80.9,79.04,77.18
97.77,97.38,96.98,95.73,94.49,70.96,47.42
0.0,0.0,0.0,0.0,0.0,1.0,2.01
89.59,90.48,91.37,90.9,90.42,89.42,88.42
42.53,39.9,37.28,54.89,72.49,77.79,83.1
86.47,86.87,87.27,88.44,89.62,87.98,86.35
20.12,21.41,22.7,22.36,22.03,31.13,40.23
27.32,34.02,40.72,40.64,40.56,30.26,19.96
25.82,27.25,28.69,22.1,15.5,23.67,31.83
10.32,16.2,22.09,22.06,22.03,26.93,31.83
41.32,37.24,33.17,29.61,26.04,23.0,19.96
41.77,42.39,43.01,45.59,48.17,45.9,43.63
28.59,25.53,22.48,24.26,26.04,33.14,40.23
20.31,18.36,16.4,21.22,26.04,24.9,23.77
43.97,45.34,46.7,38.17,29.64,39.98,50.32
8.6,8.45,8.31,9.06,9.81,8.36,6.91
80.48,80.22,79.97,76.23,72.49,74.84,77.18
60.08,60.13,60.17,61.65,63.13,66.67,70.21
24.45,28.44,32.44,33.02,33.59,34.8,36.0
55.81,54.46,53.1,52.45,51.8,58.32,64.83
25.09,25.06,25.02,27.33,29.64,28.62,27.59
87.93,87.58,87.23,85.9,84.56,81.66,78.77
92.3,90.94,89.59,89.16,88.73,90.29,91.85
22.6,19.74,16.87,16.18,15.5,14.78,14.07
96.37,96.5,96.63,96.93,97.23,97.28,97.33
18.88,13.78,8.69,7.18,5.67,7.21,8.75
69.72,64.55,59.38,57.18,54.98,58.7,62.41
86.79,87.96,89.14,88.94,88.73,89.21,89.69
40.59,38.3,36.01,34.8,33.59,34.8,36.0
30.44,30.56,30.69,33.86,37.03,34.43,31.83
53.36,58.26,63.16,63.15,63.13,61.36,59.58
98.47,97.9,97.33,97.04,96.75,96.54,96.34
21.39,22.25,23.11,28.35,33.59,26.78,19.96
40.62,35.49,30.37,28.2,26.04,34.84,43.63
11.72,10.78,9.84,8.82,7.8,8.27,8.75
95.99,94.38,92.77,91.6,90.42,90.64,90.87
33.65,33.19,32.73,29.38,26.04,23.0,19.96
73.99,75.79,77.59,74.12,70.65,70.43,70.21
20.09,35.25,50.4,26.81,3.22,3.14,3.06
88.76,88.78,88.79,87.15,85.51,77.86,70.21
96.69,97.32,97.96,98.18,98.41,97.78,97.14
43.9,54.76,65.62,70.92,76.22,69.32,62.41
56.8,66.82,76.85,78.88,80.9,82.0,83.1
22.29,13.5,4.71,10.1,15.5,12.12,8.75
88.25,87.12,85.99,87.14,88.28,88.35,88.42
85.55,88.78,92.01,91.22,90.42,85.28,80.14
54.6,61.75,68.9,70.69,72.49,73.23,73.97
36.42,43.1,49.79,31.01,12.23,8.06,3.88
4.33,2.16,0.0,6.12,12.23,47.16,82.08
89.91,68.8,47.69,44.12,40.56,59.66,78.77
92.87,93.81,94.75,94.28,93.82,93.33,92.84
93.63,89.6,85.58,75.9,66.22,58.27,50.32
20.47,16.84,13.21,9.44,5.67,6.29,6.91
87.2,79.96,72.72,66.6,60.49,46.16,31.83
99.14,99.22,99.3,99.41,99.52,99.57,99.62
76.79,80.92,85.04,82.97,80.9,60.57,40.23
80.93,76.4,71.86,64.94,58.01,69.08,80.14
80.55,43.9,7.26,4.49,1.72,2.39,3.06
84.4,78.66,72.91,68.82249999999999,64.73499999999999,60.64749999999999,56.56
88.83,85.04,81.25,82.9,84.56,84.72,84.88
84.34,85.94,87.55,81.88,76.22,70.52,64.83
96.63,96.04,95.45,95.51,95.57,95.89,96.21
22.45,23.45,24.45,36.31,48.17,61.85,75.53
75.77,74.14,72.52,73.43,74.34,75.76,77.18
29.16,32.68,36.2,25.85,15.5,12.12,8.75
68.93,70.68,72.43,65.22,58.01,72.56,87.11
56.51,58.26,60.01,55.9,51.8,52.62,53.44
90.35,85.86,81.38,77.86,74.34,76.55,78.77
63.71,33.74,3.76,5.78,7.8,37.62,67.44
83.25,79.13,75.01,75.61,76.22,80.55,84.88
17.26,15.18,13.09,14.3,15.5,23.67,31.83
54.28,55.4,56.51,41.28,26.04,33.14,40.23
99.17,99.22,99.27,99.28,99.3,99.43,99.55
34.35,31.93,29.51,31.55,33.59,41.96,50.32
55.52,58.82,62.11,55.14,48.17,47.8,47.42
16.24,17.69,19.13,17.32,15.5,21.54,27.59
37.7,36.99,36.29,34.94,33.59,28.68,23.77
13.82,14.55,15.28,12.54,9.81,18.7,27.59
51.67,55.24,58.8,60.96,63.13,55.28,47.42
37.73,36.04,34.35,28.19,22.03,34.72,47.42
26.55,23.59,20.63,25.14,29.64,23.22,16.8
28.37,23.22,18.08,23.86,29.64,39.98,50.32
80.32,82.46,84.59,77.62,70.65,47.21,23.77
56.35,70.17,83.99,82.98,81.98,66.15,50.32
12.77,15.56,18.34,20.18,22.03,24.81,27.59
57.69,59.52,61.35,50.96,40.56,38.28,36.0
35.37,34.99,34.61,41.39,48.17,35.97,23.77
23.43,19.98,16.52,14.38,12.23,11.67,11.11
11.62,11.2,10.79,9.3,7.8,25.72,43.63
30.95,32.17,33.4,36.98,40.56,42.1,43.63
6.49,26.35,46.2,43.38,40.56,23.04,5.51
38.52,37.15,35.78,38.17,40.56,32.16,23.77
60.97,60.01,59.06,49.81,40.56,47.0,53.44
98.82,98.86,98.89,98.89,98.89,98.78,98.66
38.46,34.08,29.7,27.87,26.04,26.82,27.59
38.33,41.24,44.16,38.88,33.59,23.83,14.07
17.1,22.61,28.11,23.49,18.88,12.9,6.91
20.06,18.74,17.41,19.72,22.03,24.81,27.59
61.41,54.14,46.86,47.52,48.17,45.9,43.63
67.56,67.94,68.32,68.48,68.64,71.3,73.97
94.14,94.18,94.21,94.49,94.78,94.96,95.13
14.29,14.52,14.74,16.81,18.88,17.84,16.8
27.25,30.88,34.51,37.54,40.56,47.0,53.44
27.89,29.37,30.85,32.22,33.59,38.61,43.63
20.6,19.82,19.04,17.27,15.5,17.73,19.96
86.02,85.54,85.07,85.29,85.51,85.2,84.88
50.81,52.28,53.74,55.88,58.01,42.8,27.59
49.57,53.31,57.05,60.09,63.13,63.98,64.83
69.25,70.68,72.11,56.34,40.56,34.08,27.59
53.3,51.78,50.27,36.15,22.03,26.93,31.83
98.57,98.5,98.44,98.54,98.63,98.52,98.41
24.77,25.28,25.79,31.41,37.03,34.43,31.83
86.15,86.4,86.66,87.88,89.11,89.68,90.26
95.61,95.72,95.83,95.88,95.92,96.13,96.34
45.72,43.92,42.12,45.14,48.17,57.8,67.44
8.79,8.46,8.12,10.18,12.23,14.52,16.8
25.47,22.06,18.66,18.77,18.88,19.42,19.96
37.09,34.45,31.81,23.65,15.5,32.91,50.32
58.45,55.11,51.77,54.89,58.01,67.6,77.18
17.19,19.36,21.52,16.88,12.23,13.15,14.07
33.17,34.26,35.34,25.42,15.5,14.78,14.07
65.58,68.32,71.06,69.85,68.64,64.11,59.58
61.64,56.72,51.8,59.01,66.22,58.27,50.32
20.41,18.94,17.48,21.76,26.04,17.4,8.75
34.0,37.98,41.96,37.78,33.59,36.91,40.23
38.08,43.64,49.19,46.88,44.57,47.44,50.32
23.08,29.22,35.37,28.7,22.03,16.57,11.11
42.95,41.61,40.27,42.42,44.57,44.1,43.63
29.64,32.98,36.33,31.18,26.04,31.02,36.0
89.84,89.8,89.75,89.02,88.28,87.32,86.35
6.69,12.54,18.4,16.95,15.5,12.12,8.75
59.22,63.7,68.19,61.58,54.98,51.2,47.42
74.91,72.93,70.96,68.59,66.22,56.82,47.42
78.73,80.31,81.88,78.11,74.34,72.28,70.21
25.44,28.22,31.01,26.52,22.03,36.18,50.32
56.83,70.09,83.35,79.78,76.22,69.32,62.41
27.92,19.24,10.57,10.19,9.81,14.89,19.96
86.53,80.46,74.4,57.48,40.56,38.28,36.0
25.34,21.88,18.43,14.12,9.81,25.02,40.23
46.1,37.32,28.53,47.38,66.22,72.5,78.77
57.12,60.07,63.01,63.07,63.13,39.97,16.8
26.17,31.82,37.47,41.02,44.57,40.28,36.0
65.2,72.51,79.82,79.68,79.53,69.56,59.58
65.11,70.96,76.82,79.4,81.98,74.71,67.44
72.4,78.46,84.53,85.82,87.11,84.6,82.08
39.16,39.03,38.9,46.94,54.98,59.9,64.83
59.12,45.6,32.09,19.94,7.8,21.9,36.0
38.27,32.22,26.17,24.1,22.03,19.42,16.8
36.49,50.08,63.67,55.92,48.17,27.54,6.91
74.88,73.86,72.84,73.59,74.34,74.15,73.97
50.4,46.62,42.85,41.71,40.56,34.08,27.59
27.41,44.35,61.29,58.14,54.98,41.28,27.59
92.52,90.68,88.83,59.23,29.64,15.82,2.01
32.19,19.8,7.42,7.61,7.8,10.94,14.07
57.15,56.04,54.92,54.95,54.98,66.88,78.77
49.92,57.66,65.39,64.26,63.13,59.84,56.56
45.11,44.14,43.17,51.83,60.49,65.35,70.21
49.63,48.94,48.26,48.22,48.17,56.5,64.83
27.86,41.2,54.54,51.36,48.17,29.64,11.11
23.78,31.62,39.45,55.97,72.49,73.23,73.97
66.19,71.47,76.76,69.94,63.13,56.72,50.32
48.55,52.26,55.97,63.31,70.65,65.11,59.58
92.39,92.62,92.84,91.88,90.93,91.06,91.18
71.0,70.95,70.9,71.69,72.49,73.23,73.97
79.27,82.6,85.93,83.96,81.98,81.56,81.13
68.7,65.36,62.02,58.5,54.98,55.77,56.56
63.55,63.92,64.28,61.14,58.01,62.72,67.44
83.76,79.66,75.55,73.1,70.65,63.6,56.56
29.58,47.47,65.36,51.2,37.03,45.24,53.44
55.14,30.77,6.4,5.35,4.3,4.09,3.88
65.27,62.61,59.95,40.99,22.03,22.9,23.77
90.04,89.0,87.97,85.72,83.48,81.81,80.14
63.83,64.53,65.23,62.86,60.49,63.96,67.44
30.91,33.57,36.23,36.63,37.03,43.68,50.32
75.29,73.16,71.03,65.76,60.49,52.06,43.63
53.52,54.57,55.62,46.32,37.03,32.31,27.59
63.77,66.98,70.2,65.34,60.49,52.06,43.63
76.89,69.74,62.59,61.54,60.49,52.06,43.63
83.48,82.27,81.06,69.54,58.01,65.19,72.37
7.35,45.72,84.08,86.4,88.73,91.8,94.88
64.92,68.9,72.87,69.54,66.22,61.39,56.56
51.42,51.2,50.97,54.49,58.01,61.42,64.83
71.6,66.17,60.74,56.27,51.8,59.62,67.44
61.25,47.99,34.73,51.68,68.64,66.74,64.83
84.3,80.24,76.19,72.42,68.64,74.39,80.14
61.48,64.39,67.3,66.76,66.22,69.3,72.37
57.98,57.78,57.59,54.7,51.8,52.62,53.44
56.57,64.39,72.21,71.43,70.65,66.53,62.41
77.2,64.04,50.88,52.93,54.98,47.6,40.23
48.07,57.48,66.89,55.73,44.57,47.44,50.32
71.41,62.68,53.96,31.88,9.81,16.79,23.77
66.79,65.87,64.95,61.48,58.01,60.21,62.41
60.74,39.88,19.01,14.41,9.81,16.79,23.77
87.77,88.04,88.32,88.72,89.11,85.6,82.08
46.07,45.21,44.35,40.69,37.03,40.33,43.63
74.12,75.2,76.28,73.46,70.65,78.88,87.11
57.37,51.72,46.07,37.85,29.64,21.86,14.07
39.51,32.16,24.8,17.3,9.81,6.85,3.88
44.95,45.5,46.04,43.3,40.56,43.99,47.42
61.29,56.83,52.37,53.68,54.98,58.7,62.41
63.26,63.64,64.02,66.33,68.64,48.11,27.59
91.75,83.66,75.58,47.23,18.88,11.38,3.88
73.64,62.76,51.89,51.85,51.8,51.06,50.32
20.98,32.44,43.9,34.97,26.04,16.48,6.91
80.45,81.01,81.57,76.11,70.65,60.48,50.32
59.85,55.95,52.05,56.27,60.49,66.43,72.37
47.41,59.42,71.44,68.83,66.22,59.83,53.44
79.08,73.48,67.88,64.18,60.49,63.96,67.44
58.71,52.92,47.12,57.88,68.64,64.11,59.58
92.2,88.25,84.3,84.43,84.56,85.46,86.35
45.85,50.51,55.17,59.15,63.13,61.36,59.58
59.31,64.47,69.63,65.06,60.49,65.35,70.21
72.17,73.35,74.53,55.78,37.03,55.5,73.97
89.11,86.96,84.81,84.68,84.56,82.35,80.14
81.31,73.72,66.13,77.88,89.62,91.38,93.13
71.51,75.91,80.32,80.61,80.9,72.87,64.83
64.44,58.22,51.99,42.79,33.59,55.38,77.18
72.62,69.06,65.49,62.99,60.49,68.84,77.18
81.85,73.21,64.57,66.6,68.64,78.83,89.02
11.17,24.53,37.89,43.03,48.17,56.5,64.83
8.09,34.85,61.6,53.09,44.57,36.08,27.59
68.04,63.17,58.29,62.26,66.22,64.32,62.41
76.31,80.64,84.97,83.48,81.98,70.78,59.58
68.39,68.4,68.42,63.22,58.01,54.16,50.32
55.21,34.33,13.44,16.16,18.88,37.72,56.56
34.32,38.73,43.14,31.01,18.88,27.44,36.0
18.75,25.2,31.65,34.34,37.03,32.31,27.59
75.14,72.48,69.82,66.47,63.13,67.75,72.37
66.95,58.74,50.53,43.78,37.03,32.31,27.59
77.71,77.94,78.16,78.84,79.53,77.53,75.53
76.6,77.94,79.27,73.96,68.64,68.04,67.44
79.31,64.61,49.92,43.47,37.03,42.22,47.42
4.08,4.08,4.08,4.19,4.3,9.18,14.07
3.02,3.4,3.79,3.04,2.29,2.15,2.01
98.31,98.17,98.03,98.06,98.09,98.36,98.63
0.0,0.0,0.0,1.14,2.29,6.7,11.11
15.7,11.08,6.46,9.35,12.23,11.67,11.11
6.34,23.8,41.26,48.12,54.98,49.3,43.63
61.8,66.91,72.02,65.02,58.01,57.28,56.56
52.66,55.27,57.88,53.02,48.17,44.2,40.23
20.03,30.62,41.2,39.12,37.03,46.79,56.56
1.4,8.14,14.87,13.55,12.23,41.22,70.21
5.32,27.33,49.35,41.47,33.59,23.83,14.07
7.26,5.6,3.95,1.98,0.0,0.0,0.0
73.73,69.3,64.88,65.55,66.22,68.22,70.21
0.0,0.7,1.4,2.85,4.3,7.71,11.11
4.65,4.58,4.52,3.12,1.72,3.62,5.51
5.79,5.95,6.11,10.81,15.5,9.28,3.06
22.73,25.46,28.18,17.99,7.8,35.11,62.41
21.62,32.28,42.95,53.04,63.13,62.77,62.41
8.47,22.67,36.87,35.23,33.59,32.71,31.83
0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.52,49.32,33.11,16.56,0.0,0.0,0.0
3.25,13.48,23.72,46.18,68.64,69.42,70.21
3.31,3.76,4.2,2.77,1.34,7.7,14.07
21.71,21.33,20.95,25.3,29.64,14.82,0.0
56.99,31.95,6.91,5.6,4.3,2.99,1.69
9.49,9.55,9.61,6.42,3.22,2.62,2.01
74.02,83.16,92.3,94.83,97.36,97.31,97.26
35.24,36.6,37.95,39.26,40.56,27.32,14.07
3.88,26.25,48.62,51.8,54.98,59.9,64.83
22.38,19.28,16.17,17.53,18.88,10.97,3.06
87.04,89.34,91.63,91.8,91.98,92.56,93.13
2.8,7.47,12.13,28.35,44.57,42.4,40.23
27.06,18.7,10.35,25.46,40.56,42.1,43.63
15.73,11.91,8.09,6.88,5.67,4.36,3.06
1.5,1.46,1.43,1.58,1.72,2.39,3.06
56.38,63.43,70.49,53.76,37.03,36.52,36.0
2.55,2.46,2.36,2.04,1.72,2.39,3.06
13.5,18.18,22.86,24.45,26.04,21.42,16.8
4.43,4.36,4.3,7.06,9.81,22.9,36.0
94.78,95.18,95.57,95.24,94.91,95.5,96.09
2.39,12.48,22.57,28.08,33.59,30.59,27.59
14.74,10.19,5.64,6.72,7.8,3.9,0.0
99.46,99.48,99.49,99.38,99.27,98.96,98.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.11,70.36,80.61,78.42,76.22,67.9,59.58
40.4,26.16,11.91,18.98,26.04,58.61,91.18
1.78,2.85,3.92,8.08,12.23,13.15,14.07
4.58,41.64,78.7,78.36,78.03,40.02,2.01
11.4,11.62,11.84,7.53,3.22,2.46,1.69
11.56,16.6,21.65,18.58,15.5,29.56,43.63
43.33,47.3,51.26,58.74,66.22,68.22,70.21
22.38,17.0,11.62,10.72,9.81,9.28,8.75
67.81,79.32,90.83,87.16,83.48,88.88,94.27
65.68,50.07,34.45,35.74,37.03,43.68,50.32
48.36,39.43,30.5,24.69,18.88,16.48,14.07
53.26,54.78,56.29,55.63,54.98,52.65,50.32
26.87,37.18,47.5,47.84,48.17,49.24,50.32
20.5,40.02,59.54,60.01,60.49,50.36,40.23
24.26,27.66,31.07,24.98,18.88,23.24,27.59
5.22,5.32,5.41,4.32,3.22,4.36,5.51
44.51,42.54,40.56,40.56,40.56,38.28,36.0
37.6,36.21,34.83,34.21,33.59,34.8,36.0
75.49,63.9,52.31,35.6,18.88,29.56,40.23
11.37,21.48,31.58,26.8,22.03,24.81,27.59
39.83,34.98,30.12,31.86,33.59,34.8,36.0
18.85,19.2,19.55,20.79,22.03,29.02,36.0
30.12,41.64,53.17,50.67,48.17,45.9,43.63
26.71,37.34,47.98,48.08,48.17,45.9,43.63
47.44,51.36,55.27,60.74,66.22,61.39,56.56
9.74,10.65,11.56,8.62,5.67,7.21,8.75
14.84,16.73,18.62,20.32,22.03,22.9,23.77
19.42,18.16,16.91,17.9,18.88,21.32,23.77
37.47,37.93,38.4,24.1,9.81,13.3,16.8
12.1,10.82,9.55,8.67,7.8,8.27,8.75
13.34,9.18,5.03,4.66,4.3,7.71,11.11
40.15,37.03,33.91,37.24,40.56,36.2,31.83
29.32,31.15,32.98,22.6,12.23,13.15,14.07
58.39,58.48,58.58,56.78,54.98,58.7,62.41
35.15,32.84,30.53,35.54,40.56,32.16,23.77
47.34,53.56,59.79,53.98,48.17,37.88,27.59
43.87,49.41,54.95,54.96,54.98,51.2,47.42
8.76,11.12,13.47,14.48,15.5,13.3,11.11
29.77,26.92,24.07,30.55,37.03,40.33,43.63
36.61,36.8,36.99,37.01,37.03,38.63,40.23
6.21,6.68,7.16,8.49,9.81,11.94,14.07
56.67,54.68,52.69,44.86,37.03,28.5,19.96
12.7,18.26,23.81,30.42,37.03,53.62,70.21
17.38,14.58,11.78,8.04,4.3,4.09,3.88
48.84,45.26,41.67,39.35,37.03,45.24,53.44
51.54,45.84,40.15,49.08,58.01,66.77,75.53
91.15,90.74,90.32,90.37,90.42,89.05,87.68
55.71,43.14,30.56,28.3,26.04,23.0,19.96
49.09,43.5,37.92,50.52,63.13,59.84,56.56
14.96,12.89,10.82,7.56,4.3,6.52,8.75
36.39,36.14,35.88,27.38,18.88,23.24,27.59
10.51,11.16,11.81,10.81,9.81,11.94,14.07
46.67,36.84,27.0,24.52,22.03,15.39,8.75
33.14,32.17,31.2,34.12,37.03,40.33,43.63
54.79,48.7,42.6,54.41,66.22,54.92,43.63
25.5,21.88,18.27,16.89,15.5,16.15,16.8
15.47,17.21,18.94,20.48,22.03,24.81,27.59
39.0,38.97,38.94,37.98,37.03,28.5,19.96
8.44,8.4,8.37,8.09,7.8,10.94,14.07
28.94,27.28,25.63,27.64,29.64,21.86,14.07
19.23,21.94,24.64,21.76,18.88,15.0,11.11
12.29,26.26,40.24,50.36,60.49,44.04,27.59
23.88,17.91,11.94,16.98,22.03,29.02,36.0
13.37,15.04,16.71,11.19,5.67,8.39,11.11
11.43,10.14,8.85,12.18,15.5,25.75,36.0
24.39,25.49,26.58,26.31,26.04,28.94,31.83
49.12,44.57,40.02,34.83,29.64,38.53,47.42
40.69,48.74,56.8,57.4,58.01,60.21,62.41
38.24,36.5,34.77,32.2,29.64,32.82,36.0
55.43,32.73,10.03,7.85,5.67,9.87,14.07
6.56,5.0,3.44,3.33,3.22,7.16,11.11
36.68,45.99,55.3,55.14,54.98,47.6,40.23
35.72,33.35,30.98,30.31,29.64,41.54,53.44
26.27,26.7,27.13,33.85,40.56,45.44,50.32
48.93,53.44,57.94,53.06,48.17,50.8,53.44
13.66,11.95,10.25,7.28,4.3,9.18,14.07
16.59,19.6,22.6,26.12,29.64,24.8,19.96
12.26,8.66,5.06,8.64,12.23,13.15,14.07
9.77,14.9,20.03,24.84,29.64,30.74,31.83
61.0,54.84,48.68,44.62,40.56,36.2,31.83
7.45,8.23,9.01,7.34,5.67,12.81,19.96
28.08,30.8,33.52,40.84,48.17,50.8,53.44
7.9,7.76,7.61,5.96,4.3,6.52,8.75
31.33,39.74,48.14,46.36,44.57,52.08,59.58
11.84,13.09,14.33,14.92,15.5,14.78,14.07
11.78,10.22,8.66,12.08,15.5,13.3,11.11
20.34,23.03,25.72,22.3,18.88,27.44,36.0
31.65,34.07,36.49,35.04,33.59,41.96,50.32
20.18,21.86,23.53,22.78,22.03,15.39,8.75
21.33,18.91,16.49,11.08,5.67,6.29,6.91
81.66,79.16,76.66,65.82,54.98,54.21,53.44
8.02,7.74,7.45,5.88,4.3,7.71,11.11
18.02,21.19,24.36,25.2,26.04,28.94,31.83
66.51,67.13,67.75,65.44,63.13,56.72,50.32
21.01,25.2,29.39,25.71,22.03,14.47,6.91
16.14,16.58,17.03,14.63,12.23,9.57,6.91
15.98,20.0,24.01,19.76,15.5,13.3,11.11
91.21,92.82,94.43,94.12,93.82,91.76,89.69
7.7,9.65,11.59,20.62,29.64,47.24,64.83
60.24,53.84,47.44,46.0,44.57,58.47,72.37
5.95,13.69,21.43,33.0,44.57,46.0,47.42
47.82,48.26,48.71,60.6,72.49,78.26,84.02
32.28,38.71,45.14,57.9,70.65,63.6,56.56
74.15,77.11,80.07,82.79,85.51,84.3,83.1
74.24,75.37,76.5,81.8,87.11,86.73,86.35
39.32,49.98,60.65,64.64,68.64,64.11,59.58
73.67,77.74,81.82,77.16,72.49,67.45,62.41
84.5,85.12,85.74,85.62,85.51,69.47,53.44
71.7,71.04,70.39,74.21,78.03,59.13,40.23
81.88,87.38,92.87,80.76,68.64,35.85,3.06
67.62,67.6,67.59,65.36,63.13,65.28,67.44
92.14,81.76,71.38,70.01,68.64,74.89,81.13
59.95,57.64,55.33,62.99,70.65,73.91,77.18
82.33,78.57,74.82,73.66,72.49,69.96,67.44
55.33,56.69,58.04,49.3,40.56,57.26,73.97
83.64,85.64,87.65,84.82,81.98,81.56,81.13
81.22,83.54,85.86,88.55,91.24,72.34,53.44
83.0,79.54,76.09,74.29,72.49,69.96,67.44
53.49,33.93,14.36,12.08,9.81,20.82,31.83
8.18,7.29,6.4,8.1,9.81,8.36,6.91
80.2,81.03,81.85,69.93,58.01,64.11,70.21
67.37,67.53,67.69,64.09,60.49,52.06,43.63
68.42,62.67,56.92,58.71,60.49,62.66,64.83
9.9,9.7,9.49,9.65,9.81,7.66,5.51
67.59,42.52,17.45,9.4,1.34,18.67,36.0
30.79,49.11,67.43,65.28,63.13,61.36,59.58
13.85,28.48,43.11,47.46,51.8,64.49,77.18
70.42,75.58,80.74,85.58,90.42,83.8,77.18
54.41,47.72,41.04,42.8,44.57,50.56,56.56
79.91,77.45,74.98,64.98,54.98,47.6,40.23
51.64,44.08,36.52,45.75,54.98,45.49,36.0
85.9,72.8,59.69,68.86,78.03,86.15,94.27
76.76,73.43,70.11,71.3,72.49,67.45,62.41
72.56,61.53,50.49,54.25,58.01,40.89,23.77
35.85,39.08,42.31,27.27,12.23,29.83,47.42
46.35,62.19,78.03,80.76,83.48,85.58,87.68
79.75,75.82,71.89,69.06,66.22,65.53,64.83
77.24,72.94,68.64,68.64,68.64,70.5,72.37
72.08,78.74,85.39,66.78,48.17,45.9,43.63
62.94,65.42,67.91,65.52,63.13,72.6,82.08
50.18,44.44,38.71,36.15,33.59,46.58,59.58
82.62,86.22,89.81,91.38,92.96,92.07,91.18
77.68,85.29,92.9,92.93,92.96,89.66,86.35
55.78,68.9,82.01,63.29,44.57,52.08,59.58
79.34,81.73,84.11,81.82,79.53,69.56,59.58
70.04,75.1,80.17,84.02,87.87,84.0,80.14
85.1,88.72,92.33,87.16,81.98,85.84,89.69
42.41,45.16,47.91,52.96,58.01,67.6,77.18
38.87,40.84,42.82,51.66,60.49,62.66,64.83
77.62,68.48,59.34,42.69,26.04,41.3,56.56
71.63,75.18,78.73,83.3,87.87,85.94,84.02
75.33,75.1,74.88,73.68,72.49,72.43,72.37
44.22,46.0,47.79,51.38,54.98,64.47,73.97
70.58,73.92,77.27,75.81,74.34,74.94,75.53
88.63,89.56,90.48,87.52,84.56,82.84,81.13
81.34,84.22,87.11,86.8,86.5,83.32,80.14
54.31,68.48,82.65,81.09,79.53,73.48,67.44
65.74,59.93,54.12,57.31,60.49,62.66,64.83
83.13,80.6,78.06,64.93,51.8,46.02,40.23
74.75,73.13,71.51,70.08,68.64,66.74,64.83
75.9,73.24,70.58,78.04,85.51,83.8,82.08
73.29,39.74,6.18,23.37,40.56,38.28,36.0
71.57,72.1,72.62,69.42,66.22,69.3,72.37
81.92,82.06,82.2,82.09,81.98,83.74,85.49
86.25,88.56,90.86,91.42,91.98,90.2,88.42
64.02,58.12,52.21,42.9,33.59,36.91,40.23
96.5,96.99,97.48,94.92,92.36,90.02,87.68
81.47,80.62,79.78,83.44,87.11,88.06,89.02
72.3,72.88,73.45,72.97,72.49,74.01,75.53
59.25,64.63,70.01,73.11,76.22,76.7,77.18
41.99,43.12,44.25,38.92,33.59,30.59,27.59
64.72,67.66,70.61,61.2,51.8,46.02,40.23
12.23,6.8,1.37,1.36,1.34,1.68,2.01
61.16,50.81,40.46,35.05,29.64,30.74,31.83
73.26,69.55,65.84,69.16,72.49,56.36,40.23
60.3,64.01,67.72,59.76,51.8,47.72,43.63
69.15,65.68,62.21,64.22,66.22,68.22,70.21
80.83,73.35,65.87,63.18,60.49,52.06,43.63
44.29,46.31,48.33,42.68,37.03,46.79,56.56
44.35,57.6,70.84,71.67,72.49,69.96,67.44
64.12,75.26,86.41,87.14,87.87,75.14,62.41
54.76,57.4,60.04,36.14,12.23,44.71,77.18
38.78,50.65,62.53,62.83,63.13,69.33,75.53
71.98,71.2,70.42,71.46,72.49,66.04,59.58
5.7,28.22,50.75,38.4,26.04,24.9,23.77
2.64,20.92,39.19,52.7,66.22,58.27,50.32
93.38,80.77,68.16,73.84,79.53,69.56,59.58
90.58,89.75,88.92,89.02,89.11,86.56,84.02
76.73,76.06,75.39,77.46,79.53,81.77,84.02
77.84,82.94,88.03,88.82,89.62,89.32,89.02
70.36,76.17,81.98,86.2,90.42,90.64,90.87
72.81,74.97,77.14,79.56,81.98,77.18,72.37
13.09,18.51,23.94,49.14,74.34,80.73,87.11
55.08,59.22,63.36,64.79,66.22,68.22,70.21
76.35,74.46,72.56,65.28,58.01,52.72,47.42
76.25,76.68,77.11,76.67,76.22,76.7,77.18
93.51,92.86,92.2,93.01,93.82,90.75,87.68
93.76,93.0,92.23,91.9,91.56,92.2,92.84
96.66,97.62,98.57,98.4,98.22,97.56,96.91
80.9,80.89,80.87,82.72,84.56,84.29,84.02
78.22,67.73,57.24,56.11,54.98,51.2,47.42
41.71,38.56,35.4,18.37,1.34,2.2,3.06
35.59,38.87,42.15,62.06,81.98,84.83,87.68
